title,alt_title,type,description,genre,author,artist,rate,image,released
The Descendant of the Spiritual Diety,,Manga,Seorang jenius yang bosan dengan dunia nyata terlahir kembali ke dunia yang berbeda di mana yang terkuat dihormati dan ia berusaha menjadi roh terkuat di dunia petualangan macam apa yang menantinya,"Action, Adventure, Comedy, Fantasy, Harem, Manhua",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610796340-8019-2020-10-31_014431.jpg,-
The Descent of the Demonic Master,,Manhwa,Manhwa The Descent of the Demonic Master yang dibuat oleh komikus bernama Mayolang Wolbaek ini bercerita tentang Kehidupan pertama Setelah kecelakaan tragis kehilangan keluarga dan kakinya dia mengakhiri hidupnya sendiri Kehidupan kedua Dia mendapatkan ketenaran sebagai Master Setan Merah di Zhongyuan tetapi dikhianati oleh pria yang paling dia percayai Dan sekarang tibalah kehidupan ketiganya Dalam hidupnya di dunia modern Gang Jinho memutuskan untuk menjalani kehidupan normal  Namun dia terlalu terbiasa dengan kehidupan Zhongyuan untuk menjadi orang normal Saya ingin hidup damai Tapi kaulah yang memulainya Saya harap Anda siap untuk ini  Di depan ancaman kehidupan barunya dapatkah Gang Jinho melepaskan dorongan hatinya sebagai Penguasa Setan Merah dan mendapatkan kehidupan normal yang diinginkannya Kisah adaptasi seorang seniman bela diri legendaris di abad ke21,"Action, Adventure",-,-,7.0,https://westmanga.fun/wp-content/uploads/2022/11/The-Descent-of-the-Demonic-Master-204x300.jpeg,-
The Developer System,"Hell's Developer, 地府开发商",Manhua,"Kisah si miskin yang bekerja sambilan untuk membayar biaya sekolahknya tapi saat bekerja dia bertemu pacarnya yang sedang berduaan dikamar keluar dari kamar hotel dan tau lah yang terjadi Si miskin ingin berubah dari orang yang tidak berguna miskin menjadi orang yang kaya dan mendapatkan pacar yang baik disaatnya yang bersamaan munculnya jendela system underworld yang nantinya akan merubah nasibnya
Curhat semua gini lah orang cantik dapetnya orang kaya lu miskin cuma jadi seonggok sampah di mata yang kaya","Action, Adventure, Demons, Ecchi, Fantasy, Horror, Magic, Manhua, Romance, Supernatural",尘鱼漫画工作室,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610785404-5263--223x300.jpg,-
The Devil Grants a Girls Last Wish,悪魔が少女の最後の願いを叶える話,Manga,"saat seorang gadis sedang dalam keadaan di ambang kematian ada seorang iblis yang menawarkan 1 keinginan untuk di kabulkan dan gadi itu menginginkan 
SEBLAK Eh Maksudnya Jadi AngelChan","Demons, Oneshot, Supernatural",Koga Yuuto,Koga Yuuto,7.25,https://westmanga.fun/wp-content/uploads/2022/03/72a51062-d55b-41ea-9f5e-6f91aee56e1e.jpg.256-213x300.jpg,2022
The Devouring Zone,The Devouring Zone,Manhua,Dalam kehidupan sebelumnya karena kesalahannya Qiulin kehilangan rekan yang paling berharga untuk mempertahankan kehormatan kelompoknya dia mencoba yang terbaik untuk mengorbankan diri bersama dengan musuhnya Sekarang Qiu Lin yang telah dilahirkan kembali telah kembali ke pada titik awal Untuk menebus penyesalan dari kehidupan masa lalunya dia akan berjuang sampai akhir,"Action, Fantasy, Martial arts, Romance",Yóu fāngxiǎoxiān,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610792606-7282-the-devouring-zone.jpg,-
The Diary Of Demon Emperor,,Manga,Seratus ribu tahun yang lalu ras manusia muncul Kaisar Iblis baru Xiao Ting dan Kaisar Iblis lama diganggu oleh ras manusia yang kuat Xiao Ting mundur dalam kemarahan bersumpah untuk tidak menurunkan harta paling berharga dari klan iblis Sutra Kaisar Iblis untuk menyelesaikan kultivasinya dan tidak keluar Dalam 100000 tahun Canghai Cangtian Kaisar Iblis Jing awalnya hanya memiliki 10 lantai tetapi Xiao Ting secara tidak sengaja mengolah menjadi 9999 lantai    Pada hari bea cukai Xiao Ting secara tidak sengaja memperoleh Sistem Budidaya Kaisar Iblis tapi  Ketika sistem kecil yang sederhana ini melihat Xiao Ting yang sudah berada pada level penuh dia tidak bisa menahan diri untuk mengungkapkan emosi belas kasih semua dongeng curang Manusia Katakanlah bahwa sistem pemula sangat berminyak Sistem pemula dapat mendominasi dan tidak takut Xiao Ting melihat sistem yang penuh dengan tas dan imut Saya mendengar bahwa sistem Anda suka memerintahkan tuan rumah Sistem yang sederhana Abba Ababa,"Adventure, Fantasy, Mystery",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610798366-4768-2020-12-30_233608-220x300.jpg,-
The Doggy Childhood Friend Constantly Trying to Make Me Her Mate,"やたらとつがいになりがたる犬系幼馴染, Yatara to Tsugai ni Narigataru Inukei Osananajimi",Manga,Teman masa kecil doggyku terus berusaha menjadikanku pasangannya,"Romance, Slice of Life",Yaki Tomato,-,7.0,https://westmanga.fun/wp-content/uploads/2023/01/The-Doggy-Childhood-Friend-Constantly-Trying-to-Make-Me-Her-Mate-217x300.jpg,-
The Dragon Slaying Knight Longs For A Clean Slate After Kissing The Evil Dragon,"Tú Lóng Qíshì Qīnwěn È Lóng Hòu Xiǎng Yào Xǐ Bái, 屠龍騎士親吻惡龍後想要洗白, 屠龙骑士亲吻恶龙后想要洗白",Manhua,Ketika mahasiswi Kugai ketahuan bermain game Knight Vs Evil Dragon di kelas dia ketahuan oleh gurunya dan ditampar ke dunia game Pada dasarnya seharusnya ada seorang ksatria yang mendaratkan pukulan terakhirnya untuk membunuh naga jahat dan menikahi sang putri Tetapi karena transmigrasi Kugai protagonis tidak berhatihati dan akhirnya mencium naga jahat itu Oleh karena itu game secara otomatis mengenali Kugai sebagai sekutu naga jahat dan menetapkannya sebagai penjahat Hei naga jahat itu tampaknya telah berubah juga ,"Action, Fantasy, Shounen",绘境社,-,7.0,https://westmanga.fun/wp-content/uploads/2021/10/The-Dragon-Slaying-Knight-Longs-225x300.jpg,-
The Duchess 50 Tea Recipes,"50 nuances de thé de la duchesse, 50 Resep Teh Duchess, 50 Tea Recipes from the Duchess, 50 рецептов чая от герцогини, 50 рецептів чаю від герцогині, 50 ตำราชาของดัชเชส, Düşesin 50 Çay Tarifi, Las 50 recetas de té de la duquesa, Гүнгийн авхайн 50 цайны жор, 公爵夫人の50のお茶レシピ, 公爵夫人的50种茶秘方, 公爵夫人的下午茶時光, 公爵夫人的红茶物语, 공작부인의 50가지티 레시피",Manhwa,Saat membuka mata aku sudah berubah menjadi seorang duchess yang cantik dan kaya raya Namun baru kusadari kalau semua itu ternyata bukanlah segalagalanya Di dunia baruku ini aku menjadi duchess yang direndahkan oleh para pelayan dan diabaikan oleh suamiku sendiri Hidup macam apa ini Ya sudahlah biarkan saja Di sini aku bisa hidup tenang dengan tehteh yang kusukai Kupikir semua akan berjalan mulus sampai suatu hari Apa kamu bisa membuatkan teh untukku Eh Ada yang aneh dengan suamiku,"Drama, Fantasy, Romance, Shoujo","Ant Studio, Lee Jiha",-,7.4,https://westmanga.fun/wp-content/uploads/2024/06/The-Duchess-50-Tea-Recipes-222x300.jpg,-
The Duke of Death and his Black Maid,"The Duke of Death and His Black Maid, 死神坊ちゃんと黒メイド",Manga,Kisah tentang seorang pemuda keturunan bangsawan yang dikutuk oleh penyihir jahat Kutukan tersebut membuat apapun yang disentuhnya mati Ia tinggal bersama maid bernama Alice yang tak henti menghujaninya godaangodaan sensual Bukannya ia tak senang digoda mempertimbangkan adanya pertanda cinta pada si maid Namun yang meninggalkan pilu di hatinya ialah bahwa kematian akan menjumpai apapun dan siapapun yang disentuhnya Bila kedua insan ini bergenggaman tangan pun tak bisa mungkinkah cinta mereka bersemi,"Comedy, Drama, Ecchi, Mystery, Romance, Shounen, Slice of Life, Supernatural",Inoue Koharu,Inoue Koharu,8.81,https://westmanga.fun/wp-content/uploads/2021/01/1610790234-9071-The-Duke-of-Death-and-His-Black-Maid-212x300.jpg,-
The Dukes Redemption,,Manhwa,"Aku mengalami transmigrasi ke dalam novel dan menjadi ajudan dari boss terakhir dalam cerita
Di dalam cerita boss terakhir menemui kematiannya tapi itu terjadi ketika dunia sudah jatuh dalam kehancuran
Bagaimana kalau boss terakhir tidak jatuh ke jalan yang salah
Tidak ada pilihan selain mengubah orang yang akan segera menjadi boss terakhir sebelum terlambat","Action, Adventure, Fantasy, Isekai",-,-,7.1,https://westmanga.fun/wp-content/uploads/2022/11/The-Dukes-Redemption-copy-210x300.jpg,-
The Dungeon Master,"The Dungeon Master, 女神、异世界和变成砖头虫的我, 던전 마제스티, 던전의 주인님",Manhwa,Oh JuYoon pria pekerja sambilan biasa Dia hampir mati karena kecelakaan karena menolong orang tetapi karena kebaikannya dia diberi kesempatan lain untuk hidup di dunia yang baru dan berbeda Namun masa depannya bukan sebagai pahlawan atau penyihir  tetapi makhluk di bagian bawah rantai makanan Brick Worm menghadapi kerasnya hidup sebagai monster rendahan dia berjuang mencapai titik tertinggi evolusi,"Action, Adventure, Comedy, Drama, Fantasy, Isekai, Magic, Martial arts, Romance, Shounen, Supernatural","PARK Je-hoo, Studio Lambda",Studio Lambda,6.6,https://westmanga.fun/wp-content/uploads/2021/01/1610738063-5217-magiccraft-mesiter-1.jpg,2018
The Earth Savior Selection,지구식 구원자 전형,Manhwa,With the announcement of Earths end awful creatures showed up In the midst of an apocalypse that tramples on the sanctity of humans the Savior Park JungWoos tale to save the world beings,Action,-,-,8.5,https://westmanga.fun/wp-content/uploads/2020/08/The-Earth-Savior-Selection.jpg,-
The Emperors Sword,황제의 검,Manhwa,Zhu Yunwen yang hampir tidak selamat dari kampanye Jingnan menerima jiwa dari dua seniman bela diri terkuat di dunia Iblis Surgawi Pertama dari Kultus Iblis dan Huineng Patriark Keenam Kuil Shaolin di dalam tubuhnya dan terlahir kembali sebagai Dewa Surgawi Perusak Inilah kisah perjalanan Penghancur Surgawi untuk menjadi eksistensi mutlak dimulai,"Action, Historical, Martial arts",Leucine,-,7.0,https://westmanga.fun/wp-content/uploads/2023/08/The-Emperors-Sword-231x300.jpg,-
The End of the World is Just a Game to Me,"For Me, the End Is a Game, 내게 종말은 게임이다",Manhwa,Go Cheonsu adalah streamer game yang menjalani kehidupan pengangguran biasa Dia hanya memiliki satu penonton Suatu hari dia dilemparkan ke dalam permainan bertahan hidup nyata sebagai pemain yang tujuannya tetap hidup Streaming kelangsungan hidup langsung 24 jam dimulai sekarang,"Action, Drama, Fantasy, Seinen",Choi Woojin HOOPA,-,7.0,https://westmanga.fun/wp-content/uploads/2023/04/The-End-of-the-World-is-Just-a-Game-to-Me-210x300.jpg,-
The Evil Young Masters Rules of Survival,"Fanpai Da Shsoye De Qiusheng Faze, Fǎnpài Dà Shàoyé De Qiúshēng Fǎzé, Survival Rules of the Villainous Great Young Master, Villainous Elder Young Master's Survival Laws, 反派大少爷的求生法则",Manhua,Saat aku lagi main gim di syber kafe jiwaku tiba diangkut ke dalam tubuh anak ketiga duke yang mempunyai nama yang sama denganku apa tuhan memberiku tanggung jawab besar ataukah ini penebusan takdirku Juga tidak Dia hanyalah anak nakal kecil biasa dengan gelar playboy kaya Naluriku memberitahuku bahwa aku harus melakukan sesuatu Jika tidak aku tidak akan pernah bertahan melewati episode tiga Meskipun aku mengatakan bahwa dia adalah makanan ternak yang khas mengapa bocah kecil ini memiliki keberuntungan yang baik dengan wanita Pembantu putri kaya loli wanita dewasa bahkan  Crossdresser Astaga mengapa kehidupan masa laluku tidak semenyenangkan ini Dunia adalah tempat yang besar tetapi aku hanya bersarang di dalam warnet sepanjang kehidupan masa laluku  Dalam kehidupan ini aku akan berkeliling dunia yang makmur ini bersama para wanita aku akan bertahan bahkan jika aku hanya makanan ternak biasa,"Action, Drama, Fantasy, Harem, Historical, Martial arts, Shounen",老夫这暴脾气,"SF轻小说, 我梦动漫",7.0,https://westmanga.fun/wp-content/uploads/2022/01/The-Evil-Young-Masters-Rules-of-Survival.jpg,-
The Evolution,,Manhua,12 Destroyer Alien berubah menjadi meteor dan menghantam bumi membawa virus zombie dan kekacauan kiamat Zona evolusi sudah terbuka dan pengguna kekuatan mulai muncul Wang Zhe yang tewas dalam pertarungan 10 tahun kemudian terlahir kembali dan memutar waktu Sekarang dia memutuskan untuk memanfaatkan ingatan dan kekuatannya untuk menjadi evolusioner terkuat,Action,-,-,7.0,https://westmanga.fun/wp-content/uploads/2022/12/The-Evolution-225x300.jpeg,-
The Executed Sage Is Reincarnated as a Lich and Starts an AllOut War,"The Executed Sage Is Reincarnated as a Lich and Starts an All-Out War, 処刑された賢者はリッチに転生侵略戦争を始める",Manga,"The Sage Dwight ia bersama dengan Pahlawan mengalahkan Raja Iblis yang membuat dunia menjadi gelap
Namun mereka secara salah dituduh menjadi Raja Iblis berikutnya karena kekuatannya dan dilemparkan ke Lembah Orang Mati untuk mati 
Tetapi meskipun dagingnya sudah busuk dia hidup sebagai kerangka karena dendamnya terhadap dunia Dwight telah bersumpah untuk menyangkal dunia yang salah itu dan dengan kekuatan yang bahkan melampaui Raja Iblis di masa lalu dan juga memimpin Skeleton yang tak terhitung jumlahnya dia akan memulai perang habishabisan ","Adventure, Fantasy, Magic, Reincarnation, Seinen","Yuuki Karaku, Kunitomo Shoutarou",-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610792494-7733-50976-211x300.jpg,-
The Exorcist Expert,"Jiàngmó Zhuānjiā, Taming Devil Specialist, The Exorcism Expert, The Exorcist Expert, 降魔专家",Manhwa,sinop anu gak tau gw,"Action, Adventure, Drama, Fantasy, Horror, Shounen",火山研,-,7.0,https://westmanga.fun/wp-content/uploads/2023/12/The-Exorcist-Expert.jpg,-
The Extra is Too Strong,엑스트라가너무감함,Manhwa,Aku selalu mendapat pertanyaan yang sama setiap hari tetapi jawabannya tidak pernah berubah Satusatunya hal yang tersisa adalah tatapan simpatik dan tagihan asuransi bulanan Dan kenyataan kejam diriku yang menjadi setengah lumpuh Mereka bilang jika Tuhan hanya memberi seseorang cobaan yang dapat ia tanggung tetapi aku lebih baik mati Saat itulah aku bangun Ini adalah dunia Magician Who Dominates the World Mulai sekarang kamu harus hidup sebagai karakter Mord Vernars Aku menjadi figuran dalam novel yang sedang kubaca semalam,"Action, Adventure, Fantasy",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/The-Extra-is-Too-Strong.jpg,-
The Extras Academy Survival Guide,"How to Survive at the Academy, Surviving the Academy, 아카데미에서 살아남기",Manhwa,"Dari Studio yang mengerjakan
Aku merasuki karakter villain ekstra kelas tiga dalam game kesukaanku
Aku tidak memiliki ambisi dan aku hanya mau menjalani hidup yang tenang
Tapi astaga dunia ini tempat yang sulit untuk bertahan hidup
Aku akan bertahan hidup sampai akhir cerita ini dengan cara yang tidak bisa dilakukan oleh sang protagonis
Aku akan bertahan hidup dengan cara seorang karakter villain kelas tiga","Action, Adventure, Drama, Fantasy, Romance, School life, Seinen, Supernatural",Corita,Kirin Green,7.0,https://westmanga.fun/wp-content/uploads/2023/12/The-Extras-Academy-Survival-Guide.jpg,-
The Fallen,,Manhwa,Seorang anak menyaksikan ibunya meninggal oleh tangan ayahnya sendiri Raja Malaikat Jatuh Azazel Dipenuhi dengan kemarahan kekuatan malaikatnya yang tersembunyi dalam darahnya bangkit Awan gelap kematian mulai merayap di seluruh dunia saat Azazel memulai perang genosida nya terhadap umat manusia Anak itu berlatih dengan seorang mentor untuk belajar cara memburu monster yang mengintai di kegelapan Bisakah dia menguasai kekuatan gelapnya dengan harapan melakukan kebaikan dengannya dan membebaskan dunia dari cengkeraman ayahnya,"Action, Fantasy, Supernatural",-,-,7.0,https://westmanga.fun/wp-content/uploads/2024/05/The-Fallen-225x300.jpg,-
The Fallen Heros Party Relies on Me,"The Fallen Warrior Party Relies on Me, 몰락한 용사파티가 내게 의존한다",Manhwa,Sebuah Party Hero dan mantan Timnya mas MC telah memasuki masyarakat abad ke21 Perang sudah usai tapi sekarang gantian mereka yang harus berperang dengan dirinya sendiri berapa lama mereka akan bertahan dan apakah mereka bisa meminta pengampunan dari bang MC,"Action, Drama, Fantasy, School life, Seinen",Sso Ssola,-,7.0,https://westmanga.fun/wp-content/uploads/2023/11/The-Fallen-Heros-Party-Relies-on-Me-copy.jpg,-
The Fate Of The Slain Monster,,Manhua,Su Zhou mengalami pertemuan dengan kelompok sekte jahat saat melakukan perjalanan penjelajahan ke luar negeri Di ambang kehidupan dan kematian ia membuat perjanjian dengan entitas besar dan terbangun dalam kebangkitan luar biasa di era baru Dia menghadapi monster setan dan entitas besar dalam dunia ini mengambil kepuasan dari membalas dendam Dia tidak akan mundur dari ketakutan dan tidak akan terjebak dalam kebingungan Su Zhou hanya bertekad menjadi musuh kejahatan  Menghapus kejahatan di dunia ini sampai tidak ada yang berani menyebut dirinya jahat Seperti pepatah yang terkenal Manusia akan mati jika dibunuh Monster akan mati jika dibunuh,"Action, Adventure, Fantasy",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/07/The-Fate-Of-The-Slain-Monster-253x300.jpg,-
The Feelings of a Girl with Sanpaku Eyes,"Sanpakugan-chan wa Tsutaetai, 三白眼ちゃんは伝えたい",Manga,Ini menceritakan kembali bagaimana Amane dan Katou bertemu dari The Story of a Girl with Sanpaku Eyes,"Comedy, Romance, School life, Slice of Life",SORATO Shunsuke,-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/The-Feelings-of-a-Girl-with-Sanpaku-Eyes-209x300.jpg,-
The Final Boss Applying to Become a Player,"The Final Boss Became A Player, Final BOSS, Applying To Become A Player",Manhua,Game yang baru saja memasuki tahap uji coba internal telah disusupi oleh AI misterius dan benua berpetualang yang seharusnya menyenangkan berubah menjadi lingkaran aneh yang tidak bisa melarikan diri Sebagai Boss terakhir yang terpengaruh oleh AI dan telah bangkit dengan kesadaran sendiri ia bersumpah untuk melindungi permainannya dan mengembalikannya kembali seperti semula,"Action, Adventure, Fantasy",彩墨格工作室,-,7.0,https://westmanga.fun/wp-content/uploads/2024/01/The-Final-Boss-Applying-to-Become-a-Player-225x300.jpg,-
The First Ancestor in History,"History's Number 1 Founder, 史上第一祖师爷",Manhua,"Lin Feng melakukan perjalanan antar dunia dan memperoleh sistem tetapi dia masih menghadapi tekanan sebesar gunung
Pencarian utama sistem
Lin Feng adalah untuk membuat sekolah mendirikan sekte nomor 1 sejarah dan Lin Feng sendiri menjadi pendiri nomor 1
Untuk menjadi pendiri nomor 1 sejarah Lin Feng mulai bekerja keras
Namamu Shi Tianhao Akar berdaulat yang lahir secara alami tetapi dicuri oleh sepupu Anda Sekarang dibesarkan di desa kecil tempat ayahmu menempatkanmu Ayo datang ikuti tuanmu dan kami akan memberi tahu orangorang itu bahwa keadilan yang harus dibayar harus dikembalikan 
Namamu Xiao Yan Seorang jenius dari masa lalu tapi pecundang sekarang Bahkan tunangan Anda datang untuk mempermalukan Anda dengan meminta cerai Ayo datang ikuti tuanmu dan kami akan memberi tahu bocah itu arti dari jangan menggertak anak muda hanya karena dia miskin
Namamu Zhu Yi Putra seorang marquis tetapi kamu ditekan oleh ayahmu Ibumu adalah orang suci tapi dia dibunuh Ayo datang ikuti tuanmu dan kami akan memberi tahu ayahmu artinya bagaimana masalah dapat diselesaikan dengan tinjumu  tidak dengan alasan","Action, Adventure, Fantasy, Martial arts",August Eagle,Yy,7.0,https://westmanga.fun/wp-content/uploads/2022/02/The-First-Ancestor-in-History.jpg,-
