title,alt_title,type,description,genre,author,artist,rate,image,released
Kawaii Kouhai ga Otoko ni Natta Hanashi,"My Cute Junior Turned into a Guy, かわいい後輩が男になった話",Manga,Kouhai imutnya berubah menjadi seorang pria untuk lebih dekat dengannya,"Comedy, Genderswap, Slice of Life",Mizu Asato,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610793777-2902--214x300.jpg,-
Kawaii Kouhai ni Iwasaretai,"I Want the Cute Junior to Make Me Say, I Want to Be Teased by a Cute Junior, かわいい後輩に言わされたい, 귀여운 후배에게 듣고 싶어",Manga,Adaptasi manga dari web manga populer Yasu menyukai kouhainya Moriyama yang pada saat yang sama sangat tegas dan sangat pasif agresif,"Comedy, Romance, School life, Shounen",KAWAMURA Taku,-,7.11,https://westmanga.fun/wp-content/uploads/2022/07/Kawaii-Kouhai-ni-Iwasaretai.jpg,-
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka,"Are you willing to fall in love with a pervert, as long as she’s a cutie?, 可愛ければ変態でも好きになってくれますか？",Manga,kankah kah kau mencintainya meski dia itu mesum asalkan dia cantik tak masalah bagiku,"Comedy, Ecchi, Harem, Romance, School life, Shounen",Hanama Tomo,-,6.9,https://westmanga.fun/wp-content/uploads/2021/01/1610727440-5087-.jpg,-
Kawarimonono Kanojo ni Mousukoshi Dake Tsukiau Hanashi,"A Story About Spending a Little More Time With an Eccentric Girl, 変わりものの彼女にもう少しだけ付き合う話",Manga,Waktu itu aku sedang mencoba bunuh diri tapi aku malah bertemu seorang wanita yang memintaku melakukan suatu hal untuknya,"Comedy, Oneshot, Romance, Shounen, Slice of Life",Yamura ichi,-,7.25,https://westmanga.fun/wp-content/uploads/2021/07/Kawarimonono-Kanojo-ni-Mousukoshi-Dake-Tsukiau-Hanashi.jpg,-
Kayachan wa Kowakunai,カヤちゃんはコワくない,Manga,Kayachan adalah anak bermasalah yang terkenal di taman kanakkanak Namun ketika Chiesensei ditugaskan untuk menjaganya dia mengetahui bahwa Kaya memiliki kemampuan Mempersembahkan kepada Anda serial aksi horor terkuat di taman kanakkanak,"Horror, Seinen",YURI Tarou,-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/Kaya-chan-wa-Kowakunai-212x300.jpg,-
Keep A Low Profile Sect Leader,,Manhua,"Bepergian ke dunia Tian Xuan aku tidak percaya telah menjadi pemimpin sekte yang tidak berguna Membayar uang di kota untuk dilahirkan kembali di dunia game Menjadikan para pemain sebagai pekerjaku mengumpulkan karakter utama dari dunia sebagai bawahanku Jika kita berbicara tentang menjadi seorang yang ambisius maka aku hanya akan mengambil tempat nomor satu
note nyicil ch dlu cuy","Action, Fantasy, Martial arts",-,-,7.0,https://westmanga.fun/wp-content/uploads/2023/10/Keep-A-Low-Profile-Sect-Leader-225x300.jpg,-
Keiken Zumi na Kimi to Keikein Zero na Ore ga Otsukiai Suru Hanashi,Our Dating Story: The Experienced You and The Inexperienced Me; 経験済みなキミと、 経験ゼロなオレが、 お付き合いする話。; KeikenZumi,Manga,"Aaku menyukaimu
Eh MeMenyukaiku
Kashima Ryuuto seorang siswa SMA yang pemurung Karena menerima hukuman akibat kalah dalam permainan dia dipaksa untuk menembak Shirakawa Runa seorang gadis dari kasta teratas sekolah dan dikagumi oleh semua orang
Mereka akhirnya berpacaran karena alasan yang tidak terduga
Err aku sedang single sekarang jadi
Akan tetapi Ryuuto akhirnya mengikuti dan menguping Runa yang ditembak oleh anggota klub sepak bola yang tampan Dan Runa membawa Ryuuto yang baru saja berpacaran dengannya ke kamarnya sendiri sebagai hal yang biasa
Mereka memiliki teman dan cara yang berbeda untuk bersenangsenang berbeda dalam segala hal Namun terkejut dengan perbedaan mereka setiap hari mereka menerimanya dan mulai berhubungan satu sama lain
Kisah cinta yang akan membuatmu merasa luar biasa saat membacanya dimulai sekarang","Drama, Romance, School life",Nagaoka Makiko,-,7.0,https://westmanga.fun/wp-content/uploads/2022/02/Keiken-Zumi-na-Kimi-to-Keikein-Zero-na-Ore-ga-Otsukiai-Suru-Hanashi-194x300.jpg,-
Keikenchi Chochiku de Donbiri Shoshin Ryoko,"A Warrior Exiled by the Hero and His Lover, 経験値貯蓄でのんびり傷心旅行, 経験値貯蓄でのんびり傷心旅行 ～勇者と恋人に追放された戦士の無自覚ざまぁ～",Manga,Setelah kehilangan pacarnya karena hero pemberani Toru dikeluarkan dari grup SRanknya Dengan perasaan sedih dan sakit di hatinya dia mengalahkan iblis yang dia temui di luar kota dan kemampuannya untuk menyimpan exp rusak Toru menjadi level 300 dalam sekejap mata Dengan kekuatan yang jauh melampaui para hero tidak ada yang bisa menghentikannya Kaede seorang budak yang dia temui dalam perjalanannya membentuk kelompok yang disebut Brigade Mangyu dan dengan mudah menyelesaikan dungeon memperoleh senjata suci legendaris dan berkat skillnya temantemannya naik level dengan mudah Dia menyelamatkan seorang countess yang diserang oleh bandit di jalan dan berteman dengan beast legendaris Perjalanan Oru berlanjut dengan santai karena ia berulang kali bertemu dengan berbagai orang di sepanjang jalan sementara mantan party heronya kehilangan kesempatan untuk memainkan peran aktif dan jatuh ke dalam kemunduran Ini adalah awal dari kehidupan seorang prajurit level 300,"Action, Adventure, Fantasy, Harem, Romance",TOKUGAWA Lemon,-,6.3,https://westmanga.fun/wp-content/uploads/2021/06/keik.jpg,-
Keiyaku Shimai,Contract Sister,Manga,"Kegembiraan rahasia Kasane Hayafuji dalam hidup adalah melihat Aoyamasan seorang pelayan di restoran keluarga Suatu malam dia melihat Aoyama berdiri sendirian di tengah hujan Ketika dia mencoba membantu Aoyama tibatiba menawarkannya
Maukah kamu menjadi kakak perempuanku","Comedy, Romance, Shoujo Ai, Yuri",Hijiki,Hijiki,7.2,https://westmanga.fun/wp-content/uploads/2022/04/115955eb-e630-4264-a3c0-6d8d3ff34254.jpg.256-209x300.jpg,N/A
Keizoku wa Maryoku Nari,"Continuity is the Father of Magical Power, 継続は魔力なり",Manga,"Kali ini sang MC kita ini bereingkarnasi lagi ke dunia lain namun dia gak ingat siapa dia di kehidupan sebelumnya dia terlahir di kalangan orang terhormat dan bertmu sang putri DKK yang akan merubah nasip sang putri kita ini tidak lain adalah
jadi gini cuk jika butuh bygon mimin siap sediakan yak jika mau ke isekai baca manga ini bikin panas dingin para jonesmania v","Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Isekai, Magic, Reincarnation, Romance, Shounen, Slice of Life","Ricky, Mt. Tsuruyama",-,7.2,https://westmanga.fun/wp-content/uploads/2021/01/1610739069-7901-.jpg,-
Kekkaishi e no Tensei,"Transmigration of Kekkaishi, Reincarnation into the Barrier Master, 結界師への転生",Manga,"Kali ini mengisahkan seorang pria jones pekerja keras bagai quda lau ketiaka di rehat sejenak di WC sembari boker dia kehilangan kesadarannya dan di pindahkan ke dunia yang tidak ia kethaui
dan setelah di pindah iya tiba tiba menjadi budak yang sedang di lelang di pasar budak namun berkat keberuntungannya dia di beli oleh sepasang kakek dan nenek dan
cek aja dah pokonya isekai jika jones2mania ingin ke isekai buat nikmatin janda elf atu budak elf jangan lupa cara tercepat adalah menyeduh kopi sianida jika ingin ada gurih2 nya taburakn micin pokonya auto isekai dah hahaha","Adventure, Fantasy, Isekai",Kataoka Naotaro,-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610730905-9767-Reborn-as-a-Barrier-Master-212x300.jpg,?
Kekkon ga Zentei no Love Comedy,"Gano Love, 結婚が前提のラブコメ",Manga,"Entarou Hakujou adalah seorang Perantara Pernikahan yang menikahkan orang yang belum menikah Dia terus mendukung wanita mencari pasangannya hingga akhir Namun semua anggota yang dia dapatkan adalah para wanita yang Tidak biasa
Ini adalah sebuah kisah komediromantis masa muda yang belum pernah ada sebelumnya dan dimulai di sebuah biro pernikahan dengan menghabiskan waktu bersama para wanita yang sulit menikah","Comedy, Drama, Romance, Slice of Life",Sosuke Kurinohara,Toshitomo Otake,7.0,https://westmanga.fun/wp-content/uploads/2021/08/Kekkon-ga-Zentei-no-Love-Comedy-210x300.jpg,-
Kekkon Made Ecchi wa Kinshi Nengan no Shoya wo Mukaeta Futari no Ohanashi,"Kekkon Made Ecchi wa Kinshi!?, Kekkon Made Ecchi wa Kinshi?!, Kekkon Made Ecchi wa Kinshi?! Nengan no Shoya wo Mukaeta Futari no Ohanashi, 結婚までエッチは禁止！？, 結婚までエッチは禁止！？　念願の初夜を迎えた二人のお話。",Manga,Setelah penantian selama 7 tahun akhirnya aku Urasaha Shiho bisa menikah dengan cinta pertamaku Masa Kimahara Ini adalah cerita dimana keseharianku dan suamiku sebagai pasangan yang baru menikah dimulai,"Ecchi, Josei, Romance, Smut",TOYAMA Monaka,KAZAMACHI Ito,7.25,https://westmanga.fun/wp-content/uploads/2021/06/kekkonmade.jpg,-
Kekkon Surutte Hontou Desu Ka,"Are You Really Getting Married?, 365 Days to the Wedding, 結婚するって、本当ですか",Manga,Ada seorang lelaki bernama oohara yang bekerja di travel agency Oohara orang yang pendiam  sering mendapat masalah karena punya kebiasaan buruk yaitu dia sering terlalu lama dalam merespon saat lagi ditanya orang lain suatu saat bosnya membuka cabang baru di rusia karena cukup jauh dari jepang orang yang dikirim ke rusia cuma yang single aja alias jomblo tentu saja oohara menolak lalu bagaimana oohara akan melewati masalah tersebut,"Romance, Seinen, Slice of Life",Wakaki Tamiki,-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610794309-5343--212x300.jpg,-
Kekkon Yubiwa Monogatari,"Tales of Wedding Rings, 結婚指輪物語",Manga,Satou telah jatuh cinta dengan tetangga masa kecilnya Hime sejak ia dan kakeknya muncul entah dari mana 10 tahun yang lalu sekarang mereka sudah SMA dan semakin sulit baginya untuk menyatakan perasaanya ia mengumpulkan keberanian untuk mengubah hubungan mereka menjadi sesuatu yang lebih Atau akankah nasib yang sama sekali berbeda menunggu pasangan ini terikat erat,"Action, Ecchi, Fantasy, Harem, Isekai, Romance, Seinen, Supernatural",Maybe (Story & Art),-,7.6,https://westmanga.fun/wp-content/uploads/2021/01/1610726511-2494--211x300.jpg,-
Kemono Jihen,"Demon Incident, Kemono Incidents, けものじへん",Manga,Kemono Jihen bercerita tentang seorang anak yang dikenal sebagai Dorotabou yang dihindari oleh orangorang disekitarnya dan Inugami seorang detektif yang mengkhususkan diri dalam hal gaib Cerita dimulai dengan Inugami tiba di kota anak itu untuk menyelidiki kasus di mana banyak ternak yang mati dan tubuh mereka membusuk hanya dalam satu malam,"Action, Comedy, Gore, Mature, Mystery, Shounen, Supernatural",Aimoto Shou,-,8.19,https://westmanga.fun/wp-content/uploads/2021/01/1610798583-2383-Kemono-Jihen-191x300.jpg,-
Kemono Joushi ni Jitsu wa Mitomerarete Ita Hanashi,"Kemono Joushi ni Jitsuwa Mitomerarete Ita Hanashi, Kemonojoushi ni Jitsuwa Mitomerarete Ita Hanashi, Me and My Beast Boss, 獣上司に実は認められていた話, 獸人上司誇獎我, 被兽人上司所夸奖",Manga,Di dunia di mana beastmen berdiri di atas manusia Oki Saki terus berjuang untuk kalah Saki mengalami harihari pelecehan kekuasaan dari bosnya tetapi suatu hari dia tibatiba dipanggil oleh presiden perusahaan Atlas Aku akan melakukan yang terbaik,"Comedy, Fantasy, Romance, Shoujo, Slice of Life",Shiroin,-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/Kemono-Joushi-ni-Jitsu-wa-Mitomerarete-Ita-Hanashi.jpg,-
Kemono michi,けものみち,Manga,Berkisah tentang sang MC kita kali ini di dunia Isekai baru aja dia di summon oleh sang putri eh malah sang putrinya di smackdown ama si MC koplak kita kali ini cek aja langsung dah kekoplakan sang MC kita ini,"Comedy, Fantasy, Isekai","AKATSUKI Natsume, MATTAKU Moosuke / Yumeuta",-,7.1,https://westmanga.fun/wp-content/uploads/2021/01/1610730119-9589-555-212x300.jpg,-
Kemono Mimi Loli Yuusha wa Echina Shuusei ni Komatteiru,,Manga,Revisi Isekai dimulai Aku penyihir hebat Fluffy yang biasa disebut Penemu Dunia Aku akan menyelesaikan semua fenomena aneh yang dilakukan oleh pahlawan bertelinga berbulu bernama Miya dengan sihir  Atau begitulah yang aku pikirkan tapi sandungan apa yang telah ditemukan Miya ini Sebenarnya aku penyebab fenomena aneh ini aku menulis dunia ini sendiri sejak dulu dalam novel ku yang belum dewasa Maka aku terus membenahi kekacauan yang aku buat sendiri melalui Revisi Ini semua dalam upaya untuk memperbaiki dunia ini,"Adventure, Comedy, Ecchi, Fantasy, Isekai",Namitsumi,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610734006-8185-Because-Im-An-Uncle-who-Runs-A-Weapon-Shop-2-209x300.jpg,-
Ken to Mahou no Zeikin Taisaku,"Brave and Satan and Tax accountant, 剣と魔法の税金対策@comic",Manga,Sebuah dunia yang berjalan di bawah hukum aneh Di saat sang pahlawan bekerja sama dengan raja iblis seorang malaikat cantik muncul Malaikat itu berkata kepada pahlawan Kamu telah mendapatkan setengah dari dunia ini Pajak akan dikenakan untuk donasi ini Singkatnya hukum aneh ini adalah membayar pajak kepada para dewa Sang pahlawan yang takut dengan pajak besar yang disebabkan oleh separuh dunia miliknya itu menemukan sebuah cara untuk bebas dari pajak yaitu purapura menikahi sang raja iblis dan mengandalkan hanya satu perempuan Hanya pekerjaan perempuan itulah yang dapat melawan malaikat pajak dan dengan penyintas akuntan pajak ini cerita isekai komedi perpajakan baru ini mengangkat tirainya,"Adventure, Comedy, Fantasy, Seinen",SOW,AOI Hinata,5.5,https://westmanga.fun/wp-content/uploads/2021/09/Ken-to-Mahou-no-212x300.jpg,2021
Kengan Ashura,"Kengan Asura, ケンガンアシュラ, 拳愿阿修罗, 켄간 아슈라",Manga,Dari MangaHelpers Sejak zaman Edo di Jepang arena gladiator ada di area tertentu Di arena ini pemilik bisnis dan pedagang kaya menyewa gladiator untuk bertarung dalam pertempuran tak bersenjata di mana pemenang mengambil semuanya Tokita Ouma dijuluki Ashura bergabung dengan arena ini dan menghancurkan lawanlawannya Kemampuannya yang spektakuler untuk menghancurkan musuhmusuhnya menarik perhatian pemilik bisnis besar termasuk ketua Grup Nogi Nogi Hideki,"Action, Drama, Martial arts, Mature, Shounen",SANDROVICH Yabako,Daromeon,8.1,https://westmanga.fun/wp-content/uploads/2022/01/efec632a-43f6-4966-8568-dc46697dcb88.png.512-212x300.jpg,2012
Kenja Chan Wa Satottenai,"Kenja Chan Wa Satottenai!, 賢者ちゃんは悟ってない！",Manga,Updating,"Comedy, Fantasy",-,-,7.3,https://westmanga.fun/wp-content/uploads/2021/01/1610720947-6309-Kenja_Chan_Wa_Satottenai-209x300.jpg,?
Kenja no Deshi wo Nanoru Kenja,"She Professed Herself Pupil of the Wiseman, She Professed Herself the Pupil of the Wise Man, Она представилась как ученик мудреца, 自称是贤者弟子的贤者, 自称贤者弟子的贤者, 賢者の弟子を名乗る賢者, 賢者の弟子を名乗る賢者 THE COMIC, 현자의 제자를 자칭하는 현자",Manga,Salah dunia yang ada di VR game Kagami memegang title dari Sembilan Sage menempatkan ia pada posisi puncak Suatu hari ia tertidur saat menggunakan VRnya dan terbangun di dunia lain Saat dia berkaca ternyata ia sadar bahwa tubuhnya adalah seorang gadis kecil Bagaimana dia menghadapi masalah yang tibatiba muncul ini Akankah Kagami tetap mempertahankan title yang sudah dia dapatkan,"Adventure, Comedy, Drama, Fantasy, Gender Bender, Shounen",Ryuusen Hirotsugu,SUEMITSU Dicca,7.6,https://westmanga.fun/wp-content/uploads/2021/01/1610727688-7657-6869-01.jpg,2016
Kenja no Mago,"Magi's Grandson, Wise Man's Grandchild, 賢者の孫",Manga,Seorang pria muda yang pasti Meninggal dalam kecelakaan terlahir kembali di dunia lain sebagai bayi Setelah itu ia dijemput oleh patriot pahlawan Sage Merlin Wolford dan diberi nama Shin Ia dibesarkan sebagai cucu direndam oleh Merlin dan ajaran Merlin mendapatkan beberapa kekuatan mengejutkan dia namun ketika ia Menjadi 15 kakeknya Merlin mengatakan Saya lupa mengajarinya akal sehat dunia fantasi yang tidak konvensional sebuah normal anak itu hidup dimulai di sini ,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Isekai, Reincarnation, Romance, Seinen, Slice of Life",Ogata Shunsuke,-,7.8,https://westmanga.fun/wp-content/uploads/2021/01/1610723405-1409--211x300.jpg,-
Kenseijo Adel no Yarinaoshi,,Manga,Dipuji sebagai pahlawan karena memimpin negaranya menuju kemenangan dari perang besar Sword Saint Adel yang buta kini putus asa karena ia gagal melindungi penolongnya Putri Euphine yang dia dedikasikan seluruh hidupnya Aku ingin bertemu dengan sang putri sekali lagi gumamnya sangat berharap doanya terkabul TIbatiba makhluk misterius muncul setelah mendengar permohonannya dan mengabulkan doanya Kemdian ia dikirim kembali ke masa lalu ke masa ketika sang putri masih hidup Tanpa diduga Sword Saint  telah berubah menjadi Sword Saintess  yang super duper imut dan kisah heroiknya dengan kekuatan tak tertandingi akan kembali terjadi,"Action, Fantasy, Gender Bender, Seinen",Hayaken,-,7.0,https://westmanga.fun/wp-content/uploads/2024/05/Kenseijo-Adel-no-Yarinaoshi-215x300.jpeg,-
Kenshi o Mezashite Nyugaku Shitanoni Maho Tekisei 9999 Nandesukedo,"Kenshi o Mezashite Nyugaku Shitanoni Maho Tekisei 9999 Nandesukedo!?, 剣士を目指して入学したのに魔法適性９９９９なんですけ",Manga,Lora si kecil dengan jiwa swordman yang ada dalam dirinya ini bercitacita menjadi petarung garis depan tapi apalah daya saat ternyata kemampuan sihirnya bagaikan langit dan bumi dengan kemampuan berpedangnya apa yang harus dilakukan nya apalagi sang ayah yang benci sekali sihir jadilah saksi perjuangan lora dengan sihir lvl 9999 miliknya,"Action, Fantasy, School life, Shoujo Ai, Slice of Life","NENJUU Mugichatarou, iimAn Ijou",-,6.5,https://westmanga.fun/wp-content/uploads/2021/01/1610721134-5751-1-2-225x300.jpg,-
Kenshin To Matai No Musuko Wa Date Ja Nai,,Manga,"di dunia ini hanya ada 2 pahlawan sage agung dan master pedang dan kedua pahlwan itu meikah akan tetapi para raja dan bangswan menginginkan anak pahlwan itu dan bertanya tanya akan dinegara mana dia dilahirkan semua memperebutkan anak dari 2 pahlwan itu lalu
 
Ketika mimin tamvan punya pacar yang ke XII berbeda bahasa mimin tamvan sunda lalau pacar mimin jowo dan 22nya tidak faham bahsa masing2 agar bisa saling memahami dan menikmati ke 2 bahasa berbeda akhirnya kita memutuskan untuk berbicara pake bahasa perancis mimin tamvan dan pacar mimin pake bahasa rusia dan kita langsung berbicara penuh kasih sayang sperti mimin tamvan suka ngucap Nakukkua Ri Kau dan pacar mimin balas balik mesra Loen galak ngon gata ingat cinta tak mengenal kasta sekian","Action, Adventure, Fantasy, Isekai, Romance",Eishi HAYAMA,Eishi HAYAMA,6.9,https://westmanga.fun/wp-content/uploads/2021/05/ytud6tus7-211x300.jpg,-
Kentei Gakuin no Magan Kenja,"剣帝学院の魔眼賢者, The Last Wizard of the Sword Emperor Academy",Manga,Aku akan mengenalimu sebagai Sage yang baru Rag penyihir jenius yang diberikan misi oleh guru yang dia kagumi Rinne untuk dikirim ke masa depan dalam misi menyelamatkan dunia seribu tahun di masa depan Namun ketika dia bangun yang dia lihat hanyalah kota yang hancur dan tongkat gurunya yang masih berdiri Menurut Crow gadis pendekar pedang yang dia temui sepertinya tidak ada lagi yang bisa menggunakan sihir di era ini Crow mengira sihir adalah ilmu pedang dan tongkat yang dibawa Rag adalah Pedang Roh Rag memutuskan untuk mendaftar di Akademi Kaisar Pedang Heinel bersama Crow Di sanalah Rag bertemu dengan banyak gadis cantik dan berbagai masalah yang menghadangnya sembari mencari informasi pada apa yang terjadi pada dunia tempat dia berada saat ini,"Action, Ecchi, Fantasy, Harem, Romance, School life, Shounen",Tsukasa,Yuki Arara,7.8,https://westmanga.fun/wp-content/uploads/2022/10/Kentei-Gakuin-no-Magan-Kenja-211x300.jpg,-
Kesa Mo Yuraretemasu,"They Are Still Being Shaken This Morning, 今朝も揺られてます",Manga,Ini adalah kisah seorang anak lakilaki yang diamdiam jatuh cinta dengan seorang gadis mereka berdua berbagi perjalanan 20 menit di kereta komuter dalam perjalanan ke sekolah yang berbeda akankah anak lakilaki dapat mendekati gadis itu dan menyatakan cintanya Dan juga Yang tidak dia ketahui Ada 3 penumpang lain yang diamdiam mendukung cinta rahasia si anak lakilaki terhadap si gadis Baca sekarang kisah seru yang terjadi saat si anak lakilaki mencoba mendekati si gadis dari author Jitsu wa Watashi wa dan Yumemi ga Oka Wonderland,"Comedy, Romance, Shounen",MASUDA Eiji,-,7.0,https://westmanga.fun/wp-content/uploads/2024/03/Kesa-Mo-Yuraretemasu.jpg,-
Keyboard Immortal,Earthen Keyboard Immortal,Manhua,kibord Abadi,"Action, Comedy, Harem, Isekai, Martial arts, Supernatural",Monk Of The Six Illusions,XHL,7.0,https://westmanga.fun/wp-content/uploads/2023/03/Keyboard-Immortal-225x300.jpg,-
