title,alt_title,type,description,genre,author,artist,rate,image,released
99 Wooden Stick,"99 Hardened Wooden Stick, 99강화나무몽둥이, 99 Reinforced Wood Stick",Manhwa,Manhwa 99 Wooden Stick Aku yang diabaikan karena mengatakan chrono life sebuah game virtual reality dengan kebenaran tentangnya yang buruk dan benarbenar buruk berhasil memperkuat senjata dasar wooden stick yang dia peroleh secara kebetulan memperkuatnya menjadi 99 dan pergi mencari orang yang mengabaikannya dengan tongkat Aku mulai mengalahkan mereka yang mengabaikanku tanpa ampun Aksi ultimate scale cider pun dimulai,"Action, Drama, Shounen",Hongsil,Ziperry,7.0,https://westmanga.fun/wp-content/uploads/2022/04/99ssssss.jpg,-
0 Magic a High Spirit and a Demonic Sword,,Manga,Kekuatan sihir dan pedang iblis Sayang sekali Elias juga tidak bisa menggunakan Direkrut ke Pesta Pahlawan oleh tuannya yang riang dia mendapati dirinya ditinggalkan oleh apa yang disebut temantemannya Tapi pertemuan kebetulan dengan seorang gadis peri naga air dan semangat tinggi mungkin saja mengarah pada petualangan seumur hidup ,"Action, Adventure, Fantasy",Ennu,-,7.0,https://westmanga.fun/wp-content/uploads/2022/08/0-Magic-a-High-Spirit-and-a-De-211x300.jpg,-
1 Million Times Attack Speed,"Million Times Attack Speed, 1 Million Times the Attack Speed, 我有百万倍攻速",Manhua,Setelah bereinkarnasi ke Benua Tianwu Ye Yun mengaktifkan Multiverse Devouring System dan menerima hadiah jutaan kali kecepatan serangan dalam paket hadiah pemula Sejak saat itu dia menjadi pembangkit tenaga listrik yang tak terkalahkan Seperti kata pepatah dalam dunia seni bela diri kecepatan adalah yang terpenting Apakah Anda pikir saya hanya mengupil dan membersihkan telinga saya Faktanya saya baru saja mengeksekusi tiga puluh lima ribu orang dengan satu serangan pedang dan delapan puluh tujuh ribu orang dengan satu ayunan pedang sambil juga melepaskan berbagai teknik tinju dan seni rahasia,"Action, Drama, Fantasy, Martial arts, Shounen",猫三月文化,-,7.0,https://westmanga.fun/wp-content/uploads/2023/07/1-Million-Times-Attack-Speed-228x300.jpg,-
1nen Agumi no Monster,"Monster Kelas 10A, 1年A組のモンスター",Manga,"Kelas 1 A adalah kelas neraka Meski semua muridnya adalah perempuan yang cantik Sudah banyak wali kelas guru yang berhenti karena mengajar di kelas itu Apa sebabnya Tentu saja karena bunga yang cantik pasti memiliki duri yang tajam
Namaku Jimi Taro semuanya mohon bantuannya
Heeh
Sejak kapan dia ada disana
Dia seperti hantu
Apa Dia wali kelas kita
hahahha Dia masih perjaka rupanya
Sensei Menjijikan
Nee bolos saja dari kelas itu
Tidak bisa Itu karena aku adalah guru","Comedy, Romance, School life, Shounen, Slice of Life",Hideki (Story & Art),-,6.9,https://westmanga.fun/wp-content/uploads/2021/01/1610729162-3509-1年A組のモンスター-211x300.jpg,-
100 One Hundred Player Battleground,"Battleground, Battleground: The Sole Survivor",Manhwa,PUBG UNIVERSE Untuk menemukan anggota dewan yang hilang Cheon Hoyoung anggota Badan Intelijen Nasional berpartisipasi dalam permainan pembunuhan di medan pertempuran ilegal Aksi bertahan hidup antara 100 terpidana mati,"Action, Adventure, Drama, Shounen",HYEONG EUN,Choi Yun-yeol,7.2,https://westmanga.fun/wp-content/uploads/2021/11/i367923-1-2-190x300.jpg,2021
100man no Inochi no Ue ni Ore wa Tatteiru,"I'm standing on 1,000,000 lives.",Manga,,"Action, Drama, Fantasy, Game, Isekai, Shounen","Nao, Akinari (Art), Yamakawa, Naoki (Story)",-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610729022-2302-100-man-no-inochi-200x300.jpg,-
100nin no Eiyuu o Sodateta Saikyou Yogensha wa Boukensha ni Natte mo Sekaijuu no Deshi kara Shitawarete Masu,"The Greatest Prophet who Nurtured 100 Heroes, Even if He Becomes an Adventurer, His Disciples Throughout the World will still Yearn for Him, 100人の英雄を育てた最強預言者は、冒険者になっても世界中の弟子から慕われてます",Manga,Mengumpulkan seratus pahlawan dan mengakhiri perang dengan dewa jahat Eisen menyelamatkan dunia Setelah menerima cedera hebat karena melindungi para pahlawan dia pergi ke Dunia Lain untuk pulih Pada masa itu para pahlawan memanfaatkan kemampuannya untuk berkontribusi besar bagi perkembangan dunia Karena ingin bertemu lagi dengan master yang mereka kagumi mereka melaporkan pencapaian mereka secara mendetail Membaca suratsurat mereka Eisen membuat keputusan untuk berangkat dan mengunjungi mereka masingmasing saat ia melakukan perjalanan ke negara itu untuk bertamasya,"Action, Adventure, Comedy, Fantasy",Amaui Shiroichi,-,8.0,https://westmanga.fun/wp-content/uploads/2021/01/1610743258-7547-100-nin-no-Eiyuu-o-Sodateta-Saikyou-Yogensha-wa-Boukensha-ni-Natte-mo-Sekaijuu-no-Deshi-kara-Shitawarete-Masu-212x300.jpg,-
100YearOld Top Chef,"100 Years Old Top Chef, 100년 묵은 탑셰프",Manhwa,"Koki terhebat di dunia Kehidupan pertama kedua ketiga dan keenam Gabungan waktu yang kuhabiskan untuk memasak lebih dari 100 tahun
Aku tak bisa melakukan ini lagi Hanya ada satu cara untuk menghentikan reinkarnasi dan kemunduran yang tak berujung ini Kali ini aku pasti akan berhasil","Drama, Fantasy, Shoujo",Mungonglyong,-,7.0,https://westmanga.fun/wp-content/uploads/2023/05/100-Year-Old-Top-Chef.jpg,-
1000 Yen Hero,"One Thousand Yen Hero, 1000円英雄",Manga,Kaijin menyerang tapi untungnya warga jepang memiliki pahlawan untuk melindungi mereka dengan kemampuan pada tingkatan uang yen per detiknya akan tetapi untuk hiasa sen ada yang lebih penting untuk dikhwatirkan seperti mengejar diskon di supermarket dan dia punya banyak kerja paruh waktu semua itu ia lakukan demi adik kecilnya tapi jika ada bahaya mendekat dia akan mengeluarkan kemampuan tersembunyinya tapi hal itu justru membuat masalah tersendiri bagi dia,"Action, Comedy, Sci fi, Shounen, Supernatural",Yakiimo Handsome Saitou,-,7.0,https://westmanga.fun/wp-content/uploads/2021/01/1610741164-2348-1000円英雄.jpg,-
17 Sai no Kimi e,Lá thư gửi tới chàng trai 17 tuổi To you at 17th 17歳のキミへ,Manga,Seorang gadis SMA misterius muncul dan mengirim surat ke Mirai,"Drama, Mystery, Oneshot, Psychological, Shounen, Tragedy",Kira Ito,Kira Ito,7.3,https://westmanga.fun/wp-content/uploads/2021/11/eba2077e-f4fa-4df4-8b24-0c459204ad25.jpg.256-212x300.jpg,N/A
1RMs Gigant Rider,"Gigantic Rider in 1RM, 1RM's Gigant Rider, 1RM의 기간트 라이더, Gigant Rider of 1RM",Manhwa,Bereinkarnasi sebagai orang biasa tanpa nama di Raniakea benua sihir dan baja dengan kenangan akan Bumi abad ke21 Untuk melarikan diri dari kehidupan rakyat jelata yang hampir seperti budak dia harus mengangkat Batu Ajaib dan menjadi Penunggang Raksasa Luruskan punggungmu Kencangkan perutmu Tarik napas dalamdalam ke bagian bawah perutmu Dia menggunakan pengetahuan dari kehidupan sebelumnya sebagai seorang pelatih untuk mengumpulkan kekuatan magis seolaholah dia sedang berolahraga dan menaiki tangga hirarki sosial,"Action, Adventure, Fantasy, Shounen","Kudo, Oneuldoyo",-,7.0,https://westmanga.fun/wp-content/uploads/2024/01/1RMs-Gigant-Rider.jpg,-
1st Year Max Level Manager,1년차 만렙 매니저,Manhwa,Jeong Yun Ho yang merupakan wakil presiden hiburan papan atas dan suami aktris papan atas Ju Yeong In Dia orang yang sukses tapi dia selalu merasa kosong di dalam Akankah hidupnya berubah jika dia membuat pilihan yang berbeda Sepuluh tahun yang lalu dia kehilangan senyumnya yang berharga Dan sekarang sebagai kata terakhir sebuah ponsel berdering apa sih aku akan mati Tapi tunggu ini aneh Dia akan kembali ke tahun pertama kehidupannya Kehidupan 1st year Max Level Manager baru saja dimulai,"Action, Comedy, Shounen, Supernatural",-,-,7.8,https://westmanga.fun/wp-content/uploads/2023/12/1st-Year-Max-Level-Manager-ve1.jpg,-
25 Dimensional Seduction,"2.5 Jigen no Ririsa 2.5 Jigen no Yuuwaku 2.5D Seduction 2.5次元の誘惑 2.5차원의 유혹 2.5 Dimensional Seduction, 2.5 Jigen no Ririsa, 2.5 มิติ ริริสะ, 2.5D Seduction, 2.5次元の誘惑, 2.5次元的诱惑, 2.5차원의 유혹, Ririsa of 2.5 dimension",Manga,"Seorang ketua klub manga Okumura bercita cita akan setia dengan waifu 2D nya lilliel apapun yang terjadi
Semenjak ada Amano lilysa adik kelas ingin masuk klub manga karena dirinya juga menyukai karakter lilliel dan ingin sekali menjadi karakter yang di sukai akhirnya dia bercosplay menjadi lilliel Tapi apakah Okumura akan sanggup menghadapi godaan ketika ada Cewek 3D yang ingin bercosplay menjadi waifu favoritnya","Comedy, Ecchi, Harem, Mature, Romance, School life, Shounen, Slice of Life",HASHIMOTO Yuu,HASHIMOTO Yuu,7.3,https://westmanga.fun/wp-content/uploads/2018/07/e2a1eb0e-49f7-4894-af73-e8092f6d6bd7.png.256-211x300.jpg,2019
21st Century Retrogression,"21 Century Retrogression, 21세기 반로환동전",Manhwa,Ha Pung Gae biksu tua Tao yang hidup sejak akhir Dinasti Joseon mencapai terobosan tak terduga dalam gerakan kontraretrogresi Meskipun sukses ia hanya mempunyai sisa umur sekitar sepuluh tahun Untuk menghindari kematian dia sekarang harus memulai perjalanan untuk mencapai keabadian,"Action, Adventure",-,-,7.11,https://westmanga.fun/wp-content/uploads/2024/01/21st-Century-Retrogression-207x300.jpg,-
227 Nanabun no Nijyuuni,"22/7 +α, 22/7, 22/7 (Nanabun no Nijyuuni) +α, Nanabun no Nijuuni, ナナブンノニジュウニ",Manga,Didasarkan pada grup idola Jepang dan proyek media campuran oleh Yasushi Akimoto 227,"School life, Shounen, Slice of Life",-,-,6.5,https://westmanga.fun/wp-content/uploads/2021/03/1614907592-6796-i336172.jpg,-
29 to JK,"29 and JK, 29とJK",Manga,Yariba Eiji 29 tahun dengan mata yang tajam adalah budak korporat yang hobinya main game dan manga melewati hari liburnya di net cafe Suatu hari dia bertabrakan dengan Minamisato Karen gadis SMA umur 15 dan menceramahinya Ini mengakibatkan dia jadi dekat dengan Eiji yang burumur 29 Bukan cuma itu adik perempuan Eiji anak SMP pemalas teman masa kecil mantan pacar kepoan dan bawahannya gadis keren dan serius juga mulai tertarik padanya Cinta datang dari seluruh penjuru arah Terjebak diantara kerja dan petualangan barunya dalam cinta akankah kehidupan Eiji yang tenang akan kembali Dari pengarang Oreshura cinta komedi beda umur terlarang akhirnya dapat adaptasi manga,"Comedy, Romance, School life",Yuuji Yuuji,-,7.27,https://westmanga.fun/wp-content/uploads/2021/01/1610727465-2176-cover_250x350-13-214x300.jpg,-
29sai Dokushin Chuuken Boukensha no Nichijou,29歳独身中堅冒険者の日常,Manga,Cerita ini tentang Shinonome Hajime petualang Silver Range Dia berdedikasi untuk memenuhi misi dari serikat Suatu hari ketika menyelesaikan pencarian untuk daging monster dia menemukan seorang gadis aneh bernama Lily di ruang bawah tanah yang jauh lebih merepotkan daripada harganya Menyimpan gadis itu dari kematian tertentu ceritanya mengingatkannya pada masa lalunya yang serupa dan dia membawanya di bawah perawatannya ,"Adventure, Fantasy, Shounen",Nara Ippei,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610727437-8686-cover_250x350-11-214x300.jpg,-
29sai Dokushin wa Isekai de Jiyuu ni Ikitakatta,9歳独身は異世界で自由に生きた......かった,Manga,"Dia adalah seorang pria normal berusia 29 tahun yang menjalani hidupnya dengan bermalasmalasan dia berkata pada dirinya sendiri bahwa dia ingin pergi ke dunia lain karena dia berpikir bahwa menjadi karakter utama gampang  tetapi bagi dia mengejutkan seorang dewa mendengarnya dan mengirimnya ke dunia lain untuk melihat apakah itu semudah yang dia pikirkan dan 
Pada hari pertama dia jadi petualang dia membuat penaklukan dan dipaksa oleh seorang gadis untuk menikahinya ya di hari pertama dia mengacaukan semuanya Pada hari kesepuluh negara mulai memelototiku dan hidupku tidak akan berjalan dengan baik
Saya akan terus hidup tanpa kehilangan untuk kesulitan seperti itu ","Adventure, Fantasy, Harem, Isekai",Ryuto,-,7.2,https://westmanga.fun/wp-content/uploads/2021/01/1610739562-3522-2019-04-07_141358.jpg,-
48 Hours a Day,"Wo De Yitian You 48 Xiaoshi, 48 Hours a Day, I Have 48 Hours a Day, I Have 48 Hours Everyday's Day, Wǒ De Yītiān Yǒu 48 Xiǎoshí, 我的一天有48小时",Manhua,Dewa Waktu  Khronos  memberi Zhang Heng hadiah yang luar biasa Waktu membeku di penghujung hari untuk semua orang kecuali Zhang Heng yang mendapatkan tambahan 24 jam Sebagai gantinya Zhang Heng harus bertindak sebagai agen untuk Dewa Waktu dan berpartisipasi dalam permainan berbahaya setiap bulan Deserted Island Survival Tujuan Misi Bertahan selama 40 hari Tokyo Drift Tujuan Misi Memenangkan balapan mobil jalanan yang dimodifikasi  dan seterusnya Saat Zhang Heng menumpuk kemenangan demi kemenangan dia semakin dekat dengan kebenaran dunia,"Action, Drama, Fantasy, Sci fi, Shounen, Supernatural",阅文漫画,-,7.0,https://westmanga.fun/wp-content/uploads/2022/07/adadada.jpg,-
4P short stories,,Manga,Serangkaian 10 cerita pendek oleh Ironon penulis Ichizu de Bitch na Kouhai,"Anthology, Romance, Shounen, Slice of Life",Ironon,Ironon,8.1,https://westmanga.fun/wp-content/uploads/2021/11/4e02943f-14fb-42a8-9f93-139a9ae5b06f.jpg.512-200x300.jpg,-
5 Years Later,5 Years Later...,Manga,Pelayan seperti apa yang disukai semua orang,"Comedy, Gyaru, Oneshot, Romance, Shotacon, Slice of Life",Yaki Tomato,Yaki Tomato,7.2,https://westmanga.fun/wp-content/uploads/2022/03/八木戸マト（焼きトマト）-5-years-later-81470296-p1_result-213x300.jpg,N/A
6 Worlds of Cultivation,,Manhua,Dibiarkan sendirian di depan biara selama masa sulit Yub SeJun dianggap bayi normal yang ditinggalkan Namun ia memiliki kekuatan untuk mengubah dunia seperti yang diinginkannya Di dunia semua orang mengikuti kultivasi klasik Namun SeJun mengikuti akhlaknya dan menciptakan metode penanaman novel Bisakah dia menjadi pahlawan baru yang akan membawa dunia keluar dari kekacauan,"Action, Fantasy, Manhua",-,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610773853-3640-6-Worlds-of-Cultivation-200x300.jpg,-
6GOU KEIBI,,Manga,Berkisah seorang wibu jones akut yang veruntung cuk bertemu dengan loli dragon dan di bawa ke isekai,"Action, Adventure, Comedy, Harem, Isekai","Kisaki Kyousuke, Okamoto Hifumi",-,7.2,https://westmanga.fun/wp-content/uploads/2021/01/1610737020-8803-6-GOU-KEIBI.jpg,-
6sai No Kenja Wa Hikage No Michi Wo Ayumitai,6歳の賢者は日陰の道を歩みたい,Manga,"Pria yang pernah dikenal sebagai Sage terkuat yang bereinkarnasi sebagai anak lakilaki berusia 6 tahun  Eddie Setelah mempertahankan ingatan tentang kehidupan sebelumnya setelah melampaui puncak sebelumnya dia mengambil keputusan Untuk tetap dalam bayangbayang alihalih menjadi Sage terhebat
Eddie mengubur ingatannya tentang melenyapkan Raja Iblis dan mendaftar di Akademi Kerajaan sebagai bocah lakilaki berusia 6 tahun Tentu saja setelah kematian Raja Iblis dia mengasuh para pengikutnya dan bertindak sebagai Penguasa Kegelapan secara rahasia Terkadang Penguasa Kegelapan Terkadang mahasiswa baru di akademi sihir
Ini adalah kisah tentang remaja Sage terkuat dan mereka yang bersumpah setia padanya


Akan Tetapi Covid19 yang tak kunjung kelar merenggut harapan para jonesmania kita untuk mencari pasangan setia mereka di RL yang pada akhirnya ngenolep ria kembali sembari ber colay v
JustForFun
SemogaPandemiIniSegeraBerakhir
JagalahKesehatan
JanganLupaPakeMasker","Action, Comedy, Fantasy, Isekai",Manimani ONONATA,-,6.0,https://westmanga.fun/wp-content/uploads/2021/01/1610795460-7549-6-sai-No-Kenja-Wa-Hikage-No-Michi-Wo-Ayumitai-211x300.jpg,-
7Nin no Nemuri Hime,"The Seven Sleeping Beauties, 7人の眠り姫, Shichinin no Nemurihime",Manga,Seorang pangeran pengembara bertekad untuk mematahkan kutukan kuno Kerajaan Amarilis dengan membangunkan sang putri dengan ciuman cinta sejati Namun tidak ada yang memberitahunya bahwa ada 7 putri yang harus dicium dan dia sekarang harus bertanggung jawab dengan tinggal bersama mereka sementara mereka mencari tahu mengapa rakyat Amaryllis tidak dapat bangun Akankah mereka mencapai kebahagiaan selamanya,"Comedy, Fantasy, Harem, Romance, Seinen",Fiok Lee,-,7.0,https://westmanga.fun/wp-content/uploads/2023/06/7-Nin-no-Nemuri-Hime-209x300.jpg,-
70 Meter Girl,"少女70M, Shōjo 70 M",Manga,Monster raksasa yang tibatiba muncul telah menyebabkan kerusakan serius di Jepang,"Action, Super Power, Supernatural",Iwata Nawoya,-,7.0,https://westmanga.fun/wp-content/uploads/2022/10/70-Meter-Girl-204x300.jpg,-
