title,alt_title,type,description,genre,author,artist,rate,image,released
"Hana wa Saku, Shura no Gotoku",-,Manga,"Hana seorang gadis yang tinggal di Tonakijima pulau kecil dengan populasi 600 orang sangat menyukai monolog sampaisampai mengadakan sesi mendongeng bagi Anakanak di pulau Mizuki ketua klub penyiaran merasa pembacaan Hana memiliki kekuatan untuk memikat orang sehingga Ia mengajaknya untuk bergabung dengan klub penyiaran
Katakan padaku apa keinginanmu yang sebenarnya aku akan mewujudkannya
Aku ingin bergabung dengan klub penyiaran 
Hana yang memutuskan bergabung dengan klub bersama orangorang baru klub penyiaran berbagi banyak pengalaman pertama dan juga memperdalam monolog yang sangat disukainya

 Post Views 10","Drama, School, Seinen","Takeda, Ayano (Story), Musshu (Art)",-,7.23,https://komikcast.cz/wp-content/uploads/2023/06/kngjismnsgoji4istkms4oignjw4q2gsddsa-e1687940857218.jpg?w=225&q=50,2021
Ai ga Omosugiru Uchi no Yandere Kaineko,"My love is too heavy, my yandere pet cat, 愛が重すぎるうちのヤンデレ飼い猫",Manga,"Intinya kucing loli yandere kalo minat baca aja siapa tau ketagihan

 Post Views 113","Comedy, Romance, Slice of Life",Kakuchi,-,7.0,https://komikcast.cz/wp-content/uploads/2024/07/66d5aw41e.jpg?w=225&q=50,2024
Silver Plan to Redo From JK,JK kara Yarinaosu Silver Plan,Manga,"Kakeknya adalah seorang politikus dan ayahnya adalah pemilik real estate Ninomiya Sayuri gadis muda yang sombong yang punya kekuasaan  kekayaan selama masa inflasi Namun segalanya mulai berantakan bersamaan dengan selesainya masa inflasi Akhirnya Sayuri malah menjadi gelandangan Suatu hari ada kumpulan preman yang melempari batu ke Sayuri Tepat saat Sayuri mengira kalo dirinya telah mati  menggingat saat dirinya masih bahagia di masa lalu Secara tak terduga sayuri malah terlempar ke waktu dimana dia masih sma Untuk menyelamatkan keluarganya dari masa depan yang tragis yang telah menanti mereka  agar Sayuri bisa mendapatkan kebahagiaan sejati tanpa bergantung pada uang Sayuri membuat Silver Plan dengan mengerahkan segala usahanya untuk berteman menghemat uang menjadi orang yang sehat dan masih banyak lagi Kehidupan kedua Sayuri pun dimulai sekarang

 Post Views 181","Drama, Slice of Life","Im Dal-Young, Lee Soo Hyun",-,8.0,https://komikcast.cz/wp-content/uploads/2021/05/E8KmMUBUUAQj1sc-e1629160681878.jpg?w=225&q=50,2020
Heavenly Grand Archive’s Young Master,,Manhwa,"Jiwa pemimpin Aliansi Murim hebat dan menakjubkan Hu Gong tibatiba merasuki tubuh anda muda pada suatu hari
Nama anak muda tersebut adalah Beom Hang Dia adalah tuan muda Heavenly Grand Archive satu dari tiga penyimpanan berkas terbesar di Jianghu sayangnya dia orang yang dianggap rendah
Demi mencari tahu alasan jiwanya bisa memasuki tubuh anak muda ini Hu Gong mulai melatih tubuh Beom Hang Ketika pergerakan tubuh tuan muda Heavenly Grand Archive benarbenar berbeda dari yang seharusnya itu mulai menarik perhatian seluruh Jianghu

 Post Views 244","Action, Martial Arts",Midnight Studio,-,7.94,https://komikcast.cz/wp-content/uploads/2023/01/001-e1673710062555.jpg?w=225&q=50,"Jan 14, 2023"
The Ultimate of All Ages (The Ancient Sovereign of Eternity),,Manhua,"Pertama di antara sepuluh kaisar bela diri Kaisar Bela Diri Peerless Gu Feiyang menemui ajalnya di pegunungan Tiandang Dia bereinkarnasi lima belas tahun kemudian sebagai Li Yun Xiao dari Bangsa Tianshui dan dengan demikian memulai pertempuran yang menantang surga dengan talenta yang tak terhitung jumlahnya dari generasi saat ini Seni bela diri dari sembilan surga dan sepuluh realm suci Sejak saat itu seluruh dunia dibakar





 Post Views 351","Action, Fantasy, Martial Arts, Reincarnation",?,-,7.0,https://komikcast.cz/wp-content/uploads/2021/06/tuag121513435-e1622565066455.jpg?w=225&q=50,2021
The First Ancestor in History,"History's Number 1 Founder, 史上第一祖师爷",Manhua,"Lin Feng melakukan perjalanan antar dunia dan memperoleh sistem tetapi dia masih menghadapi tekanan sebesar gunung
Pencarian utama sistem
Lin Feng adalah untuk membuat sekolah mendirikan sekte nomor 1 sejarah dan Lin Feng sendiri menjadi pendiri nomor 1
Untuk menjadi pendiri nomor 1 sejarah Lin Feng mulai bekerja keras
Namamu Shi Tianhao Akar berdaulat yang lahir secara alami tetapi dicuri oleh sepupu Anda Sekarang dibesarkan di desa kecil tempat ayahmu menempatkanmu Ayo datang ikuti tuanmu dan kami akan memberi tahu orangorang itu bahwa keadilan yang harus dibayar harus dikembalikan 
Namamu Xiao Yan Seorang jenius dari masa lalu tapi pecundang sekarang Bahkan tunangan Anda datang untuk mempermalukan Anda dengan meminta cerai Ayo datang ikuti tuanmu dan kami akan memberi tahu bocah itu arti dari jangan menggertak anak muda hanya karena dia miskin
Namamu Zhu Yi Putra seorang marquis tetapi kamu ditekan oleh ayahmu Ibumu adalah orang suci tapi dia dibunuh Ayo datang ikuti tuanmu dan kami akan memberi tahu ayahmu artinya bagaimana masalah dapat diselesaikan dengan tinjumu  tidak dengan alasan

 Post Views 166","Action, Adventure, Fantasy, Martial Arts","August Eagle (Author), Yy (Artist)",-,7.0,https://komikcast.cz/wp-content/uploads/2021/07/tfi18742135-e1627037328253.jpg?w=225&q=50,2021
I’m Trapped in This Day for One Thousand Years,"Wo Bei Kun Zai Tongyi Tian Yiqian Nian, I'm Stuck on the Same Day for a Thousand Years, I’m Trapped in This Day for One Thousand Years, Wǒ Bèi Kùn Zài Tóngyī Tiān Yīqiān Nián, 我被困在同一天一千年",Manhua,"Wu Chen melakukan perjalanan melalui dunia baru tetapi terjebak pada 7 Juli 2020 dan terus bereinkarnasi
Dia pernah memanjakan diri dengan sembrono melakukan segala macam kejahatan dan melarikan diri dengan putus asa tetapi setiap hari baru semuanya akan dimulai dari awal lagi
Dengan cara ini dia bereinkarnasi selama seribu tahun dan matahari terbit seperti biasa di hari yang baru 
Waktu itu 8 Juli 2020

 Post Views 228","Action, Drama, Fantasy, Shounen",丧泽,-,7.0,https://komikcast.cz/wp-content/uploads/2024/02/trapped.jpg?w=225&q=50,2023
RTA Sousha wa Game Sekai kara Kaerenai,"RTA Runner Cannot Return from the Game World, RTA Sousha wa Game Sekai kara Kaerenai, RTA走者はゲーム世界から帰れない, Speedrunner Cannot Return from the Game World, Speedrunner Isekai",Manga,"Protagonis kita kaisar Another Verse yang berlari cepat tibatiba merasa mengantuk di tengah latihan
Ketika dia terbangun pembukaan Another Verse yang familiar diputar tepat di depan matanya
Di lingkungan Godly ini di mana tubuh bergerak lebih baik dari biasanya Kau harus berlari cepat
Menyelesaikan dunia game lebih cepat dari siapa pun
Menyalahgunakan bugs untuk melawan fantasi Isekai tercepat

 Post Views 25","Action, Adventure, Comedy, Harem, Isekai, Magic",KOIDE Yoshito,-,7.0,https://komikcast.cz/wp-content/uploads/2024/04/rtas631243242-e1712926735830.jpg?w=225&q=50,2023
Witch Watch,-,Manga,"Morihito bocah dengan kekuatan Ogre akan mulai hidup bersama dengan teman masa kecilnya Niko yang sedang belajar untuk menjadi penyihir Sihir Niko menuntun ke berbagai masalah yang tak terduga dan dengan dua remaja di satu atap Mari kita mulai berbagai kejadian aneh yang fantastis Seri komedi sihir oleh Kenta Shinohara Mangaka pembuat SKET DANCE dan Astra Lost in Space

 Post Views 99","Action, Comedy, Fantasy, Romance, Shounen",Shinohara Kenta,-,7.0,https://komikcast.cz/wp-content/uploads/2023/02/ww62362341212-e1678029701394.jpg?w=225&q=50,2021
"Loop 8 Shu Me Ha Shiawasena Jinsei Wo 7 Shu Bun No Keiken Chi to Daisan Ojo No “Kantei” De Kakusei Shita Ore Ha, Aibo No Behemoth Totomoni Muso Suru",ループ8周目は幸せな人生を ～7周分の経験値と第三王女の『鑑定』で覚醒した俺は、相棒のベヒーモスとともに無双する～,Manga,"Pada usia ke 15 ia membentuk sebuah party dengan temantemannya dan suatu hari pada usia ke 18 ia melindungi temantemannya dan kehilangan nyawanya Remil seorang anak ksatria yang memiliki akhir yang sama enam kali dalam hidupnya yang berulang Dan untuk ke7 kalinya dia ditinggalkan oleh temantemannya yang dipercayainya dan meninggal Lalu Remil yang memutuskan untuk merubah masa depannya yang mengerikan dan melihat kembali temantemannya yang menghianatinya Ciel putri ketiga dengan Appraisal Eyes muncul dan hidupnya yang kedelapan kali mulai bergerak secara signifikan Pahlawan dunia lain yang menggembirakan ia adalah seorang pria yang telah dikhianati tujuh kali

 Post Views 18","Action, Adventure, Fantasy, Seinen",Skyfarm,-,7.0,https://komikcast.cz/wp-content/uploads/2023/12/ddasgwe.jpg?w=225&q=50,2022
Reincarnation of the Swordmaster,뱃지소드마스터의 환생,Manhwa,"Di ambang kehidupan muncul aura putih yang bersinar Dan kematian Namun dalam tikungan takdir pria itu sekali lagi diberi kehidupan baru Dengan tujuan baru dia memulai untuk menyelesaikan eksistensinya sebagai Swordmaster yang belum selesai dari kehidupan sebelumnya

 Post Views 235","Action, Fantasy",-,-,7.2,https://komikcast.cz/wp-content/uploads/2024/05/Swordmaster.webp?w=225&q=50,2024
Super God Gene,"Chāojí Shén Jīyīn, 超级神基因",Manhua,"Seperti yang telah diramalkan monster asing yang tak terhitung jumlahnya menyerbu dunia dengan memakannya manusia dapat memperoleh gen mereka Dengan ini umat manusia memulai era baru evolusi gen Hansen pendatang baru di tempat suci dianggap sebagai Crazy Devil tetapi tidak ada yang tahu bahwa dia juga B God yang dihormati oleh semua orang Hansen Maaf tapi hanya saya yang bisa mendapatkan Super Gene

 Post Views 134","Action, Drama, Fantasy, Sci-Fi, Shounen","Twelve Winged Dark Burning Angel (Author), 阅文漫画",-,7.0,https://komikcast.cz/wp-content/uploads/2022/02/sugoge05022.jpg?w=225&q=50,2022
Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-ri no Kanojo,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-ri no Kanojo,Manga,"Pada upacara kelulusan sekolah menengah pertama Aijou Rentaro memecahkan rekor 100x ditolak secara berturutturut
Apakah disekolah menengah dia bisa mendapatkan kekasih dan menjalani kehidupan sekolahnya dengan bahagia
Dead or Love pembukaan kehidupan sekolah baru di mulai







 Post Views 51","Comedy, Ecchi, Harem, Romance, School Life, Slice of Life","Nakamura tsutomu (Story), Nozawa Yukiko (Art)",-,7.11,https://komikcast.cz/wp-content/uploads/2022/06/knd7262342423243-e1655306476170.jpg?w=225&q=50,2019
"Issho ni Ken no Shugyou wo Shita Osananajimi ga Dorei ni Natteita no de, S-Rank Boukensha no Boku wa Kanojo wo Katte Mamoru Koto ni Shita",-,Manga,"Teman masa kecilku cewek yang menimba ilmu pedang bersamaku menjadi budak jadi aku yang petualang tingkat S membelinya dan melindunginya serta mengajari jonesmania bagaimana menggoda tsundere coy  anjir gk tau lagi dah sinop bagaimana bagusnya intinya MC ketemu ama teman masa kecilnya yang telah menjadi budak karena bentrok yang terjadi dalam kekasaran gitulah kira kira lu baca aja coek capek ngetik

 Post Views 35","Action, Adventure, Ecchi, Fantasy, Mature, Romance",?,-,7.0,https://komikcast.cz/wp-content/uploads/2024/07/6d45aw684e.jpg?w=225&q=50,2022
Curse Cultivation,靠詛咒修仙的我有點不對勁,Manhua,"Anda bukan bagian dari dunia ini tapi Anda berani melangkahi jalur kultivasi Langit telah menyadari keberadaan Anda dan mereka menjatuhkan kutukan pada Anda kutukan yang tak bisa dihancurkan oleh para immortal Semua perubahan pada tubuh Anda akibat kultivasi akan diputar balik anda tidak akan pernah bisa berkultivasi lagi
Jiang Chen mencoba untuk berkultivasi tapi dia menyadari bahwa energi spiritualnya hanya akan mengalir keluar terpecah ke segala arah
Saat dia merasa putus asa Jiang Chen kemudian tersambar oleh petir
Anda telah tersambar oleh petir daging dan darah anda terkikis dantian Anda hancur Efek kutukan aktif dan meregenerasi tubuh Anda memberi Anda kekuatan vitalitas
Dantian Anda beregenerasi menjadi tak terkalahkan
Energi spiritual yang hilang otomatis berkumpul dalam tubuh dan mengaliri meridian Anda telah masuk dalam lapisan pertama qi refinement stage lapisan kedua lapisan ketiga
Jiang chen terdiam 
Aku harus berkultivasi seperti ini

 Post Views 129","Action, Adventure, Comedy, Fantasy",Candle Sky,-,7.8,https://komikcast.cz/wp-content/uploads/2024/05/cursed_cultivation.jpg?w=225&q=50,2024
Past Life Regressor (Remake 2022),"Reincarnator (2022), 전생자 (2022)",Manhwa,"Apakah Anda ingin membalikkan waktu Semua kemampuanmu akan diatur ulang Harap pilih tanggal 28 Februari 1985 Hari kelahiranku Kekuatan finansial Aku akan mengumpulkan semua kekayaan dunia dan menciptakan monopoli Saya akan memonopoli semua ruang bawah tanah di dunia Saya akan melakukan ini sekarang selagi dunia masih damai sebelum semuanya dimulai

 Post Views 104","Action, Adventure, Drama, Fantasy, Seinen","Na Min Chae, NFToon (JANG)",-,7.0,https://komikcast.cz/wp-content/uploads/2022/12/past.jpg?w=225&q=50,2022
"I, the Strongest Demon, Have Regained My Youth?!",最强魔君的我，突然变小了?!,Manhua,"Untuk mempertahankan kekuasaannya Xin Sheng raja iblis abadi yang menguasai dunia pergi jauh ke alam iblis untuk menemukan kekuatan tertinggi dan terkuat Ribuan tahun kemudian dia menjadi lebih kuat dan lebih muda dan dunia juga telah berubah 







 Post Views 141","Comedy, Ecchi, Fantasy, Harem",奇了漫画工作室,-,7.0,https://komikcast.cz/wp-content/uploads/2020/10/its52161524-1.jpg?w=225&q=50,2020
"Kanojo, Okarishimasu","I'd like to Borrow a Girlfriend, Rent a Girlfriend, 彼女、お借りします, Pacar Sewaan",Manga,"Kinoshita Kazuya baru saja dicampakkan pacarnya karna patah hati dia mencoba aplikasi rental girlfriend pacar sewaan untuk mengobati gundah gulana dalam hatinya Bagaimanakah kisah Kazuya tersebut mari kita simak bersama mimin Komikcast 

 Post Views 134","Comedy, Drama, Romance, School, Seinen, Slice of Life","Miyajima, Reiji (Story & Art)",-,8.3,https://komikcast.cz/wp-content/uploads/2024/07/f6898b49-b4b3-46bb-9f73-881d328d8989.jpg?w=225&q=50,"Jul 12, 2017"
Subscribing to the Transcendent’s Channel,"Subscribed to the Transcendental Channels, 초월자의 채널을 구독했다",Manhwa,"Hidup dengan menjual informasi tentang monster Maeng Siwoo dianggap sama sekali tidak berguna di industri pemburu tanpa kualitas menonjol Namun dia berjuang keras untuk memenuhi kebutuhan adik yang sakit
Suatu hari yang menentukan dia diberi hadiah sebuah smartphone misterius oleh makhluk transenden di dalam sebuah dungeon yang menunjuknya sebagai manajer saluran untuk makhlukmakhluk tersebut Setelah berlangganan saluran itu dia membuka kemampuan untuk menggunakan kekuatan para dewa

 Post Views 126","Action, Adventure, Comedy, Fantasy","Dupachi Tapa, Musimcheon Dragon",-,7.2,https://komikcast.cz/wp-content/uploads/2024/06/channel.webp?w=225&q=50,2024
Meika-san Can’t Conceal Her Emotions (Serialization),Meika-san wa Oshikorosenai,Manga,"Serialisasi dari pixiv manga The Maid Who Cant Hide Her Feelings
Berkisah tentang Meika gadis yang tidak bisa menyembunyikan perasaannya terhadap orang yang dia sukai yang mana adalah Kouta masternya Karena sifatnya ini Meika sering kali salah tingkah di hadapan orang yang dia sukai Akankah salah tingkahnya ini membuat perasaannya tersampaikan

 Post Views 480","Comedy, Romance, Slice of Life",Sato Shouki,-,7.9,https://komikcast.cz/wp-content/uploads/2024/01/mks62342432-e1705413171624.jpg?w=225&q=50,2020
Rise From The Rubble,,Manhua,"10 tahun setelah malam kelaparan kota S dihancurkan oleh wabah monster terbesar yang tercatat dalam sejarah Zuo Fan membawa nama Anak pengkhianat serta cadangan prajurit bintang jatuh paling tidak berguna yang melarikan diri membangunkan Sistem Prajurit Super selama jebakan yang disamarkan sebagai penyerbuan Sejak itu dia memulai jalan kesuksesan naik seperti meteor Sepanjang waktu mencari kebenaran pengkhianatan ayahnya di tengahtengah oposisi yang kuat dan secara bertahap memulai jalan berduri untuk menyelamatkan dunia

 Post Views 106","Action, Fantasy",,-,7.0,https://komikcast.cz/wp-content/uploads/2021/04/IMG-20210422-WA0022-e1619097622615.jpg?w=225&q=50,2021
Genius Archer’s Streaming,천재 궁수의 스트리밍,Manhwa,"Yoo Sanghyun anak muda yang dulunya juara muda dalam turnamen memanah nasional dan bakat yang sangat menjanjikan menyaksikan mimpinya hancur garagara kecelakaan yang membuatnya tidak bisa memegang busur lagi
Sekarang sebagai orang berbakat yang gagal dia mengalami masalah kehidupan yaitu pemecatan dari perusahaan tempat ia bekerja
Demi bertahan hidup untuk menghasilkan uang dia menggunakan persona Almond dan membuka jalan baru menjadi streamer game
Anda memilih panah

 Post Views 235","Action, Adventure, Shounen",Mung Mung Kim,-,7.9,https://komikcast.cz/wp-content/uploads/2024/05/Genius_Archers_Streaming.jpg?w=225&q=50,2024
Doctor’s Rebirth,-,Manhwa,"Seorang dokter yang tewas diakibatkan melakukan tugas volunteer di daerah korea utara yang dimana terlibat perang sipil Sewaktu tewas dokter ini masuk ke dunia murim dan disinilah cerita dimulai

 Post Views 57","Action, Fantasy, Isekai, Martial Arts",-,-,7.99,https://komikcast.cz/wp-content/uploads/2022/02/dr723423432-e1646532253366.jpg?w=225&q=50,2020
Mission: Yozakura Family,夜桜さんちの大作戦,Manga,"Taiyo Asano adalah siswa sekolah menengah yang sangat pemalu dan satusatunya orang yang bisa dia ajak bicara adalah teman masa kecilnya Mutsumi Yozakura Ternyata Mutsumi adalah putri dari keluarga matamata Kyoichiro Langkah drastis apa yang harus dilakukan Taiyo untuk menyelamatkan Mutsumi 
Komedi keluarga matamata  misi dimulai

 Post Views 125","Action, Comedy, Romance, Shounen",Gondaira Hitsuji,-,8.0,https://komikcast.cz/wp-content/uploads/2023/06/2r3aw3tarhyaerdfgzg23zc-e1687939251610.jpg?w=225&q=50,2019
Regenerate Top Players (Apex Gamer Returns),"Apex Gamer Returns, 重燃吧T0级玩家！, 重燃吧，T0玩家！, 重燃吧，T0级玩家！",Manhua,"Streamer game yang terkenal Bai Qi meninggal secara tak terduga ketika dia akan mencapai puncak hidupnya saat melakukan livestreaming game yang disebut The Soul of the Throne Tibatiba dia terlahir kembali ke dunia game aksi yang sulit Bai Qi harus mengandalkan pengalaman masa lalunya dengan sistem Tier dalam game dan berkah 100 Penyelesaian Pencapaian untuk Akun Berlevel Max yang diberikan oleh sistem Akankah dia dapat naik takhta lagi dan menjadi satusatunya raja di dunia itu

 Post Views 43","Action, Adventure, Fantasy, Martial Arts, Mystery, Shounen",仁山动漫,-,7.2,https://komikcast.cz/wp-content/uploads/2024/03/topranker.jpg?w=225&q=50,2024
Musuko ga Kawaikute Shikataganai Mazoku no Hahaoya,"Anaknya imut sekali sampai-sampai ibunya gak tahan, keluarga monster ;",Manga,"Gospel anak dari sosok monster yang ditakuti Dia itu imut banget sampesampe ibunya gemes lho dan kisah keseharian ibu dari Gospel ini akan disuguhkan dengan beragam kemanisan dan keimutan mereka berdua Penasaran macam apa aja keseharian mereka ini
 

 Post Views 310","Comedy, Demons, Ecchi, Fantasy, Slice of Life, Vampire",Juugoya (Story & Art),-,8.0,https://komikcast.cz/wp-content/uploads/2021/11/mgk6242432-e1637573294404.jpg?w=225&q=50,"May 25, 2016"
