id,title,image_similarity,genre_similarity,description_similarity,rate,ri_image_similarity,ri_genre_similarity,ri_description_similarity,ri_rate,ri_weight_image_similarity,ri_weight_genre_similarity,ri_weight_description_similarity,ri_weight_rate,S+i,S-i,Qi,rank
5141,Battle Through The Heavens: Return Of The Beasts,0.6875,83.33333333,0.020006939,7.5,0.095897215,0.184553368,0.065241998,0.103833301,0.023974304,0.046138342,0.016310499,0.025958325,0.11238147,0,0.11238147,11
2268,The Great Sage Of Humanity,0.6875,66.66666667,0.029889069,7,0.095897215,0.147642694,0.097467315,0.096911081,0.023974304,0.036910674,0.024366829,0.02422777,0.109479576,0,0.109479576,12
5636,Seven Knights: Alkaid,0.71875,83.33333333,0.016644107,7,0.10025618,0.184553368,0.05427591,0.096911081,0.025064045,0.046138342,0.013568977,0.02422777,0.108999134,0,0.108999134,13
1284,The Breaker Eternal Force,0.71875,66.66666667,0.020496189,7.9,0.10025618,0.147642694,0.066837428,0.109371077,0.025064045,0.036910674,0.016709357,0.027342769,0.106026845,0,0.106026845,14
7570,Mugen Sekai no Amadeus,0.703125,50,0.035844015,7,0.098076697,0.110732021,0.116886207,0.096911081,0.024519174,0.027683005,0.029221552,0.02422777,0.105651502,0,0.105651502,15
4791,One Thousand Live Broadcast Big Local Tyrant,0.703125,66.66666667,0.023057895,7,0.098076697,0.147642694,0.07519107,0.096911081,0.024519174,0.036910674,0.018797768,0.02422777,0.104455386,0,0.104455386,16
363,Tales of Demons and Gods,0.703125,83.33333333,0.004684416,8.65,0.098076697,0.184553368,0.015275732,0.119754407,0.024519174,0.046138342,0.003818933,0.029938602,0.104415051,0,0.104415051,17
2127,"Fairy, You have a Bad Omen!",0.6875,66.66666667,0.02353587,7,0.095897215,0.147642694,0.076749732,0.096911081,0.023974304,0.036910674,0.019187433,0.02422777,0.10430018,0,0.10430018,18
5250,Saikyou no Shokugyou wa Yuusha demo Kenja demo naku Kanteishi (Kari) rashii desu yo?,0.734375,66.66666667,0.015786103,7.8,0.102435662,0.147642694,0.051477986,0.107986633,0.025608915,0.036910674,0.012869496,0.026996658,0.102385744,0,0.102385744,19
4191,The Witch Controls Her Age and Magic With a Kiss (Toshi to Mahou wa Kiss Shidai),0.71875,50,0.030151812,7,0.10025618,0.110732021,0.098324112,0.096911081,0.025064045,0.027683005,0.024581028,0.02422777,0.101555848,0,0.101555848,20
7604,Kino no Tabi: The Beautiful World,0.703125,50,0.027472986,7.74,0.098076697,0.110732021,0.089588543,0.107155966,0.024519174,0.027683005,0.022397136,0.026788992,0.101388307,0,0.101388307,21
644,Ore no Ie ga Maryoku Spot datta Ken – Sundeiru dake de Sekai Saikyou,0.703125,50,0.029243238,7.25,0.098076697,0.110732021,0.095361279,0.100372191,0.024519174,0.027683005,0.02384032,0.025093048,0.101135547,0,0.101135547,22
6487,Legend of Wuquan,0.6875,66.66666667,0.017747668,7.1,0.095897215,0.147642694,0.057874588,0.098295525,0.023974304,0.036910674,0.014468647,0.024573881,0.099927505,0,0.099927505,23
7012,The Holy Knight’s Dark Road,0.734375,83.33333333,0.001023921,7.9,0.102435662,0.184553368,0.003338973,0.109371077,0.025608915,0.046138342,0.000834743,0.027342769,0.09992477,0,0.09992477,24
6475,Weakest Little Monster,0.765625,50,0.024444148,7,0.106794626,0.110732021,0.0797116,0.096911081,0.026698657,0.027683005,0.0199279,0.02422777,0.098537332,0,0.098537332,25
7173,Genocide Online,0.75,50,0.024161563,7,0.104615144,0.110732021,0.078790098,0.096911081,0.026153786,0.027683005,0.019697524,0.02422777,0.097762086,0,0.097762086,26
104,Monster Pet Evolution,0.6875,66.66666667,0.015087803,7,0.095897215,0.147642694,0.049200853,0.096911081,0.023974304,0.036910674,0.012300213,0.02422777,0.097412961,0,0.097412961,27
2393,Jibaku Shounen Hanako-kun,0.703125,33.33333333,0.030301695,7.98,0.098076697,0.073821347,0.098812875,0.110478632,0.024519174,0.018455337,0.024703219,0.027619658,0.095297388,0,0.095297388,28
1952,"Began With a Bang, I Relied on Killing Monsters to Lengthen My Life",0.71875,50,0.022186308,7,0.10025618,0.110732021,0.072348852,0.096911081,0.025064045,0.027683005,0.018087213,0.02422777,0.095062033,0,0.095062033,29
4099,Onepunchman Saitama vs God,0.703125,66.66666667,0.000888685,8.8,0.098076697,0.147642694,0.002897975,0.121831073,0.024519174,0.036910674,0.000724494,0.030457768,0.09261211,0,0.09261211,30
3554,Cultivators In The City,0.71875,50,0.017030343,7,0.10025618,0.110732021,0.055535414,0.096911081,0.025064045,0.027683005,0.013883853,0.02422777,0.090858674,0,0.090858674,31
6067,Pashiri na Boku to Koisuru Banchou-san,0.734375,16.66666667,0.034691881,8,0.102435662,0.036910674,0.113129135,0.110755521,0.025608915,0.009227668,0.028282284,0.02768888,0.090807748,0,0.090807748,32
3602,Neko no Youna Nanika,0.703125,16.66666667,0.039029062,7,0.098076697,0.036910674,0.127272545,0.096911081,0.024519174,0.009227668,0.031818136,0.02422777,0.089792749,0,0.089792749,33
345,Regression of the Close Combat Mage,0.6875,66.66666667,0.0054094,7,0.095897215,0.147642694,0.017639882,0.096911081,0.023974304,0.036910674,0.004409971,0.02422777,0.089522718,0,0.089522718,34
1957,Level 1 Player,0.703125,66.66666667,0.001124192,7.8,0.098076697,0.147642694,0.003665956,0.107986633,0.024519174,0.036910674,0.000916489,0.026996658,0.089342995,0,0.089342995,35
4767,My Bestfriend Girlfriend,0.75,16.66666667,0.03606051,7,0.104615144,0.036910674,0.11759219,0.096911081,0.026153786,0.009227668,0.029398047,0.02422777,0.089007272,0,0.089007272,36
143,I Became The King by Scavenging,0.6875,66.66666667,0.002386076,7.2,0.095897215,0.147642694,0.007780918,0.099679969,0.023974304,0.036910674,0.001945229,0.024919992,0.087750199,0,0.087750199,37
1615,Bad Ending Maker,0.6875,66.66666667,0.003167606,7,0.095897215,0.147642694,0.010329463,0.096911081,0.023974304,0.036910674,0.002582366,0.02422777,0.087695113,0,0.087695113,38
82,The Demon Prince Goes to the Academy,0.71875,66.66666667,0.001463567,7,0.10025618,0.147642694,0.004772646,0.096911081,0.025064045,0.036910674,0.001193162,0.02422777,0.08739565,0,0.08739565,39
7265,Kagamigami,0.6875,66.66666667,0.003648023,6.8,0.095897215,0.147642694,0.011896088,0.094142193,0.023974304,0.036910674,0.002974022,0.023535548,0.087394547,0,0.087394547,40
1830,Rooster Fighter,0.71875,66.66666667,0.001115168,7,0.10025618,0.147642694,0.003636529,0.096911081,0.025064045,0.036910674,0.000909132,0.02422777,0.087111621,0,0.087111621,41
861,Isekai Tensei de Kenja ni Natte Boukensha Seikatsu,0.703125,66.66666667,0.001177563,7,0.098076697,0.147642694,0.003839996,0.096911081,0.024519174,0.036910674,0.000959999,0.02422777,0.086617617,0,0.086617617,42
3952,"When I Was Reincarnated in Another World, I Was a Heroine and He Was a Hero",0.78125,50,0.008308758,7,0.108974108,0.110732021,0.027094598,0.096911081,0.027243527,0.027683005,0.00677365,0.02422777,0.085927952,0,0.085927952,43
4095,Otomege no Mobu de Sura Nain da ga,0.703125,33.33333333,0.022953178,7,0.098076697,0.073821347,0.074849592,0.096911081,0.024519174,0.018455337,0.018712398,0.02422777,0.085914679,0,0.085914679,44
2368,Kyokutou Chimeratica,0.6875,66.66666667,0.000659333,7,0.095897215,0.147642694,0.002150064,0.096911081,0.023974304,0.036910674,0.000537516,0.02422777,0.085650264,0,0.085650264,45
4302,"Kikaku Hazure no Eiyuu ni Sodaterareta, Joushiki Hazure no Mahou Kenshi",0.765625,50,0.003403837,7.9,0.106794626,0.110732021,0.011099805,0.109371077,0.026698657,0.027683005,0.002774951,0.027342769,0.084499382,0,0.084499382,46
1857,Eiyuu Sagi – Deshi ga Saikyou Dakaratte Shishou Made Tsuyoi to Omouna yo!?,0.734375,50,0.00835731,7,0.102435662,0.110732021,0.027252924,0.096911081,0.025608915,0.027683005,0.006813231,0.02422777,0.084332922,0,0.084332922,47
1251,Majo Taisen,0.703125,16.66666667,0.027720193,7.99,0.098076697,0.036910674,0.090394678,0.110617076,0.024519174,0.009227668,0.022598669,0.027654269,0.083999781,0,0.083999781,48
8149,Flying Witch,0.703125,33.33333333,0.017234025,7.71,0.098076697,0.073821347,0.056199615,0.106740633,0.024519174,0.018455337,0.014049904,0.026685158,0.083709573,0,0.083709573,49
3621,Osananajimi ga Zettai ni Makenai Love Comedy,0.71875,16.66666667,0.030664185,7,0.10025618,0.036910674,0.099994942,0.096911081,0.025064045,0.009227668,0.024998735,0.02422777,0.083518219,0,0.083518219,50
2880,HiGH & LOW: THE WORST Housen Gakuen Nikki,0.703125,50,0.007810116,7.11,0.098076697,0.110732021,0.025468542,0.098433969,0.024519174,0.027683005,0.006367136,0.024608492,0.083177807,0,0.083177807,51
3340,Okaeri Alice,0.703125,16.66666667,0.030301695,7,0.098076697,0.036910674,0.098812875,0.096911081,0.024519174,0.009227668,0.024703219,0.02422777,0.082677832,0,0.082677832,52
5138,It Was Soo Hot After All,0.71875,0,0.039457133,7,0.10025618,0,0.128668469,0.096911081,0.025064045,0,0.032167117,0.02422777,0.081458932,0,0.081458932,53
7057,Royal Agent,0.71875,50,0.000570647,7.9,0.10025618,0.110732021,0.001860862,0.109371077,0.025064045,0.027683005,0.000465215,0.027342769,0.080555035,0,0.080555035,54
6430,Return From the World of Immortals,0.71875,50,0.004021868,7,0.10025618,0.110732021,0.013115186,0.096911081,0.025064045,0.027683005,0.003278796,0.02422777,0.080253617,0,0.080253617,55
4460,Yakusai no Moushigo to Seijo no Meikyuu,0.703125,50,0.004647279,7,0.098076697,0.110732021,0.015154632,0.096911081,0.024519174,0.027683005,0.003788658,0.02422777,0.080218608,0,0.080218608,56
3759,A Shitty Hero Manga,0.78125,33.33333333,0.010707838,7,0.108974108,0.073821347,0.034917922,0.096911081,0.027243527,0.018455337,0.00872948,0.02422777,0.078656114,0,0.078656114,57
6943,Mayuri-chan Who Quickly Gives Up,0.703125,16.66666667,0.020448841,7.9,0.098076697,0.036910674,0.066683028,0.109371077,0.024519174,0.009227668,0.016670757,0.027342769,0.077760369,0,0.077760369,58
5766,This Crossdressing Boy’s Reflection Gave Him Away,0.703125,16.66666667,0.021392986,7,0.098076697,0.036910674,0.069761855,0.096911081,0.024519174,0.009227668,0.017440464,0.02422777,0.075415077,0,0.075415077,59
7581,Shinyaku Märchent,0.703125,33.33333333,0.007582341,7.13,0.098076697,0.073821347,0.024725776,0.098710858,0.024519174,0.018455337,0.006181444,0.024677714,0.07383367,0,0.07383367,60
463,A Quirky Girl Is Inviting Me to Bed,0.71875,33.33333333,0.001867992,7.78,0.10025618,0.073821347,0.006091463,0.107709744,0.025064045,0.018455337,0.001522866,0.026927436,0.071969683,0,0.071969683,61
5336,Kawarimonono Kanojo ni Mousukoshi Dake Tsukiau Hanashi,0.75,33.33333333,0.002121993,7.39,0.104615144,0.073821347,0.006919754,0.102310412,0.026153786,0.018455337,0.001729938,0.025577603,0.071916664,0,0.071916664,62
5434,Yandere x Stalker,0.734375,0,0.026863171,7,0.102435662,0,0.087599957,0.096911081,0.025608915,0,0.021899989,0.02422777,0.071736675,0,0.071736675,63
1747,Onnanoko wa Otoko no Tame no Kisekae Ningyouja Nenda yo,0.703125,16.66666667,0.016755271,7,0.098076697,0.036910674,0.054638413,0.096911081,0.024519174,0.009227668,0.013659603,0.02422777,0.071634216,0,0.071634216,64
4275,Alma (Shinji Mito),0.734375,33.33333333,0.003958277,7,0.102435662,0.073821347,0.012907816,0.096911081,0.025608915,0.018455337,0.003226954,0.02422777,0.071518976,0,0.071518976,65
5272,Hatsukoi Maze,0.703125,16.66666667,0.014542194,7.31,0.098076697,0.036910674,0.047421636,0.101202857,0.024519174,0.009227668,0.011855409,0.025300714,0.070902966,0,0.070902966,66
4385,Fate Strange Fake,0.765625,33.33333333,0.001657626,7,0.106794626,0.073821347,0.005405465,0.096911081,0.026698657,0.018455337,0.001351366,0.02422777,0.07073313,0,0.07073313,67
7964,Kenja Chan Wa Satottenai!,0.703125,33.33333333,0.002887125,7.3,0.098076697,0.073821347,0.009414824,0.101064413,0.024519174,0.018455337,0.002353706,0.025266103,0.07059432,0,0.07059432,68
1958,Nigoru Hitomi de Nani wo Negau – Highserk Senki,0.703125,33.33333333,0.001933263,7,0.098076697,0.073821347,0.006304308,0.096911081,0.024519174,0.018455337,0.001576077,0.02422777,0.068778358,0,0.068778358,69
2546,Out (Mizuta Makoto),0.703125,16.66666667,0.011574821,7.33,0.098076697,0.036910674,0.037745126,0.101479746,0.024519174,0.009227668,0.009436282,0.025369937,0.068553061,0,0.068553061,70
2206,Kurai Anoko to Shitai koto,0.703125,33.33333333,0.001395766,7,0.098076697,0.073821347,0.004551548,0.096911081,0.024519174,0.018455337,0.001137887,0.02422777,0.068340168,0,0.068340168,71
5581,Tsurikomachi,0.703125,0,0.02350777,7,0.098076697,0,0.0766581,0.096911081,0.024519174,0,0.019164525,0.02422777,0.067911469,0,0.067911469,72
8294,Baroque Night,0.75,33.33333333,0.00071498,6.54,0.104615144,0.073821347,0.002331529,0.090542638,0.026153786,0.018455337,0.000582882,0.02263566,0.067827664,0,0.067827664,73
5531,I Brought Home a Succubus who Failed to Find a Job,0.703125,16.66666667,0.011903427,7,0.098076697,0.036910674,0.038816703,0.096911081,0.024519174,0.009227668,0.009704176,0.02422777,0.067678789,0,0.067678789,74
3136,My Dead Boyfriend Came Back as a High School Girl,0.71875,16.66666667,0.009548809,7.22,0.10025618,0.036910674,0.031138365,0.099956858,0.025064045,0.009227668,0.007784591,0.024989214,0.067065519,0,0.067065519,75
8124,Mahouka Koukou no Rettousei – Kyuukousenhen,0.703125,16.66666667,0.006893883,8,0.098076697,0.036910674,0.022480734,0.110755521,0.024519174,0.009227668,0.005620184,0.02768888,0.067055907,0,0.067055907,76
7019,Tokushu Seiheki Kyoushitsu e Youkoso,0.734375,0,0.0202158,7,0.102435662,0,0.065923089,0.096911081,0.025608915,0,0.016480772,0.02422777,0.066317458,0,0.066317458,77
7121,Yuizaki-san wa Nageru!,0.703125,16.66666667,0.010242658,6.49,0.098076697,0.036910674,0.033400985,0.089850416,0.024519174,0.009227668,0.008350246,0.022462604,0.064559693,0,0.064559693,78
6774,Parasol Alliance,0.703125,16.66666667,0.0038195,8,0.098076697,0.036910674,0.012455269,0.110755521,0.024519174,0.009227668,0.003113817,0.02768888,0.06454954,0,0.06454954,79
7879,Ghost Blade,0.765625,33.33333333,0.023276785,0,0.106794626,0.073821347,0.075904863,0,0.026698657,0.018455337,0.018976216,0,0.064130209,0,0.064130209,80
5208,Ore no Imouto ga Konna ni Kawaii Wake ga Nai – Ayase IF,0.75,16.66666667,0.004677054,7,0.104615144,0.036910674,0.015251727,0.096911081,0.026153786,0.009227668,0.003812932,0.02422777,0.063422156,0,0.063422156,81
5342,Karesen Joshikousei to Tokikake Ojisan,0.703125,0,0.016602153,7.2,0.098076697,0,0.054139099,0.099679969,0.024519174,0,0.013534775,0.024919992,0.062973941,0,0.062973941,82
7697,Satoko to Nada,0.703125,16.66666667,0.001746738,8,0.098076697,0.036910674,0.005696057,0.110755521,0.024519174,0.009227668,0.001424014,0.02768888,0.062859737,0,0.062859737,83
3575,Overly Straightforward Classmate,0.765625,16.66666667,0.003044313,7,0.106794626,0.036910674,0.009927409,0.096911081,0.026698657,0.009227668,0.002481852,0.02422777,0.062635947,0,0.062635947,84
8408,Half & Half,0.71875,16.66666667,0.000650605,8,0.10025618,0.036910674,0.002121604,0.110755521,0.025064045,0.009227668,0.000530401,0.02768888,0.062510994,0,0.062510994,85
5859,Medusa-san Mitsumenaide,0.734375,16.66666667,0.001147528,7.55,0.102435662,0.036910674,0.003742052,0.104525523,0.025608915,0.009227668,0.000935513,0.026131381,0.061903478,0,0.061903478,86
6244,Bakana Shinigami,0.71875,16.66666667,0.00284931,7.23,0.10025618,0.036910674,0.009291511,0.100095302,0.025064045,0.009227668,0.002322878,0.025023826,0.061638417,0,0.061638417,87
4940,Dracula Yakin!,0.71875,16.66666667,0.002439338,7,0.10025618,0.036910674,0.007954603,0.096911081,0.025064045,0.009227668,0.001988651,0.02422777,0.060508134,0,0.060508134,88
3386,The Boy Who Gets Cuter and Cuter,0.703125,0,0.014012093,7,0.098076697,0,0.045692993,0.096911081,0.024519174,0,0.011423248,0.02422777,0.060170193,0,0.060170193,89
3219,The Sheep Princess in Wolf’s Clothing,0.734375,16.66666667,0.000984629,7,0.102435662,0.036910674,0.003210846,0.096911081,0.025608915,0.009227668,0.000802711,0.02422777,0.059867065,0,0.059867065,90
6365,The Wolf Lord’s Lady,0.703125,0,0.0126021,7.12,0.098076697,0,0.041095053,0.098572414,0.024519174,0,0.010273763,0.024643103,0.059436041,0,0.059436041,91
5922,A Man and a Woman Who Hate Obligatory Chocolates,0.71875,0,0.007812121,8.01,0.10025618,0,0.025475081,0.110893965,0.025064045,0,0.00636877,0.027723491,0.059156307,0,0.059156307,92
5278,Sayonara Miniskirt,0.71875,0,0.010119393,7.23,0.10025618,0,0.032999023,0.100095302,0.025064045,0,0.008249756,0.025023826,0.058337626,0,0.058337626,93
768,Kusuriya no Hitorigoto,0.734375,0,0.001116667,8.21,0.102435662,0,0.003641415,0.113662853,0.025608915,0,0.000910354,0.028415713,0.054934983,0,0.054934983,94
5617,The Female Teacher Who Fight Back,0.703125,0,0.003837471,7,0.098076697,0,0.012513872,0.096911081,0.024519174,0,0.003128468,0.02422777,0.051875412,0,0.051875412,95
3597,I Don’t Know If Amatsuka Hijiri Is A Boy Or A Girl!,0.71875,0,0.002019454,7,0.10025618,0,0.006585377,0.096911081,0.025064045,0,0.001646344,0.02422777,0.050938159,0,0.050938159,96
3093,Angelica ni Utau,0.71875,0,0.000978656,7,0.10025618,0,0.003191367,0.096911081,0.025064045,0,0.000797842,0.02422777,0.050089657,0,0.050089657,97
5150,Vicious Luck,0.703125,0,0.00120975,7,0.098076697,0,0.003944955,0.096911081,0.024519174,0,0.000986239,0.02422777,0.049733183,0,0.049733183,98
6363,"Itsuka, Tanshoku no Sora no Shita",0.703125,0,0.004857937,6,0.098076697,0,0.015841581,0.083066641,0.024519174,0,0.003960395,0.02076666,0.04924623,0,0.04924623,99
6242,I Want to Listen to xx,0.703125,16.66666667,0.0092894,0,0.098076697,0.036910674,0.030292442,0,0.024519174,0.009227668,0.007573111,0,0.041319953,0,0.041319953,100
