title,alt_title,type,description,genre,author,artist,rate,image,released
Angel’s Halo,"天使の輪, Tenshi no Wa",Manga,"Halo Malaikat

 Post Views 5","One-Shot, Tragedy",Avogado6,-,7.11,https://komikcast.cz/wp-content/uploads/2023/03/ah26362234423-e1678722414914.jpg?w=225&q=50,2022
Hotaru no Yomeiri,ホタルの嫁入り,Manga,"Manga Hotaru no Yomeiri yang dibuat oleh komikus bernama Tachibana Oreco ini bercerita tentang A romance story set in the Meiji era Born into a prestigious family and blessed with good looks Satoko is said to have a short life expectancy But suddenly her life is targeted by a mysterious killerIn order to survive on the spot Satoko makes a proposal for the killer  A young lady and an assassin A contract marriage love suspense between two people who shouKisah romansa berlatarkan era Meiji Terlahir dari keluarga bergengsi dan dikaruniai ketampanan Satoko disebutsebut memiliki harapan hidup yang singkat Tapi tibatiba nyawanya diincar oleh seorang pembunuh misterius Untuk bertahan hidup di tempat Satoko membuat lamaran untuk si pembunuh  Seorang wanita muda dan seorang pembunuh Ketegangan cinta pernikahan kontrak antara dua orang yang seharusnya tidak pernah bertemuld never meet

 Post Views 16","Drama, Historical, Romance",TACHIBANA Oreco,-,7.0,?w=225&q=50,2023
GT-giRl,-,Manga,"GTgiRl adalah kisah balap mobil gadis yang menggambarkan cerita para gadis di klub Motorsports SMA
berlatarkan tempat dimana pembelajaran tentang kendaraan diajarkan dari tahun pertama sekolah dan oleh sebab itu sangat memungkinkan untuk mendapatkan surat izin mengemudi diumur 16
Cerita dimulai ketika Hinata Satou yang bekerja keras di Klub Balap Gadis yang berada di SMA Mihama Khusus Perempuan yang hanya memiliki satu anggota mulai berteman dengan Yuuri Yamamoto di kelas yang sama


 Post Views 7","Action, School Life, Seinen, Sports","HASEMI Saki (Author), Wise Speak (Artist)",-,7.0,https://komikcast.cz/wp-content/uploads/2023/01/gtg2362342234-e1673093186844.jpg?w=225&q=50,2020
Special War Day Regiment,"Heavenly Group of Special Battle, Tè Zhàn Tiān Tuán, 特战天团 (崔凯)",Manhua,"Di zaman kuno kristal ajaib jatuh dari langit dan Pangu menemui mereka dengan kapak dan pecahannya berserakan di tanah Di era ini Kelompok Pertempuran Khusus didirikan untuk melindungi kristal ajaib Penjaga Makam Penihir yang misterius akan memulai perang seabad Tahun ini Gao Ran yang diamdiam dilindungi oleh keluarga Mo telah berusia delapan belas tahun Apa yang akan tejradi dengan perubahan mendadak dalam hidupnya Dengan terungkapnya misteri pengalaman hidup Gao Ran kisah resimen perang khusus dimulai

 Post Views 11","Action, Drama, Martial Arts, Shounen, Supernatural","崔凯 , 眨眼工作室",-,7.0,https://komikcast.cz/wp-content/uploads/2023/03/sdwr235234523342-e1678192437144.jpg?w=225&q=50,2019
Yuusha Densetsu no Uragawa de Ore wa Eiyuu Densetsu o Tsukurimasu: Oudou Goroshi no Eiyuutan,"〜, 勇者伝説の裏側で俺は英雄伝説を作ります 〜王道殺しの英雄譚",Manga,"Yukina adalah seorang pemuda yang berasal dari desa yang sama dengan Pahlawan yang memikul nasib dunia Melalui insiden tertentu dia bertemu dengan tombak yang berbicara Gram Itu adalah senjata yang setara dengan pedang legendaris yang dipegang Pahlawan

 Post Views 20","Action, Adventure, Ecchi, Romance",Nakanomura Ayasuke,-,8.0,https://komikcast.cz/wp-content/uploads/2020/11/44870v2-e1606539090458.jpg?w=225&q=50,2019
Yurufuwa Nouka no Mojibake Skill ~Isekai de Katarogu Tsuuhan Yattemasu~,ゆるふわ農家の文字化けスキル ～異世界でカタログ通販やってます～,Manga,"Di panggil ke dunia lain lalu di buang karena punya skill tak berguna persetan dengan menyelamatkan dunia lebih baik bercocok tanam dan membuat harem
kebangkitan skill penanganan peralatan pertanian tingkat pertama Pria lajang berusia 29 tahun dipindahkan ke dunia lain dengan skill bertani memulai berkebun dan tinggal di hutan terpencil dengan para gadisgadis cantik yang siap untuk di anu

 Post Views 27","Action, Adventure, Ecchi, Fantasy, Harem, Isekai, Mature, Romance",Tsuna Ayatsuki,-,7.0,https://komikcast.cz/wp-content/uploads/2021/12/yfn623523423-e1649592182812.jpg?w=225&q=50,2020
Tank Chair,"戦車椅子: TANK CHAIR, Sensha Isu",Manga,"Melindungi adiknya Shizuka dari peluru pembunuh terkuat Nagi Taira mengalami koma Melawan segala rintangan dia mendapatkan kembali kesadarannya tetapi hanya ketika dihadapkan dengan niat membunuh Maka dimulailah perjalanan pemulihan yang kejam melawan musuh yang paling berbahaya

 Post Views 10","Action, Gore, Seinen",Yashiro Manabu,-,7.0,https://komikcast.cz/wp-content/uploads/2023/01/tc76723624346-e1672921206315.jpg?w=225&q=50,2022
I Picked Up This World’s Strategy Guide!,この世界の攻略本を拾ってしまいました Kono Sekai no Kouryokubon wo Hirotteshimaimashita,Manga,"Sana putri dari toko peralatan di sudut kota kastil pergi ke hutan untuk memetik ramuan obat seperti biasa untuk membuat ramuan pemulihan untuk produk toko Di sana Sana mengambil buku misteriusnya Karena dia membaca buku strategi putri dari toko perkakas yang seharusnya tidak ada hubungannya dengan cerita sangat terlibat dalam cerita permainan Fantasi petualangan komedi romantis dunia lainnya

 Post Views 8","Fantasy, Isekai, Magic, Shoujo",Acchi Ai,-,7.0,?w=225&q=50,2022
I Copied Peerless Divine Art In Another World,"我在异界拷贝绝世神功, Wǒ Zài Yì Jiè Kǎobèi Juéshì Shéngōng",Manhua,"Terlahir kembali sebagai generasi raja iblis dia hanya bisa mengandalkan meniru keterampilan saudara perempuannya untuk menjadi nomor satu di dunia Tunggu mengapa metode penyalinan begitu cabul Menguasai Guru Nenek Kalian bertiga harus mengampuni muridnya tubuhku tidak bisa mengatasinya





 Post Views 15","Action, Adventure, Fantasy, Harem, Martial Arts, Shounen",岛上Project,-,7.0,https://komikcast.cz/wp-content/uploads/2022/12/icp623523624-e1672299887427.jpg?w=225&q=50,2022
Kokoro no Program,ココロのプログラム; Heart Program; Program Hati;,Manga,"Usami Kyuu Seorang siswa Sekolah Dasar yang pulang dari kolam renang bertemu Ichiko seorang gadis robot yang datang ke rumahnya untuk belajar tentang Hati  Diputuskan bahwa mereka berdua akan tinggal bersama dan yang menunggu mereka ke depannya adalah
Kisah hubungan antara Pemuda  Gadis Robot dimulai

 Post Views 7","Comedy, Romance, Slice of Life",Hinata Nakamura,-,7.0,?w=225&q=50,2021
Boku no Kanojo Sensei,僕のカノジョ先生,Manga,"Bisa kah sensei jadi heroin utama
Yup si Seigi yang punya masa lalu sebagai buncin patah hati tibatiba ditembak oleh gurunya sendiri nah bagaimana kan
simak aja

 Post Views 27","Comedy, Ecchi, Romance, School Life","Kagami Yuu, Chun Lun, Hoshikawa Ryo",-,8.0,https://komikcast.cz/wp-content/uploads/2020/11/35964v3.jpg?w=225&q=50,"Mar 31, 2019"
I Blew the Protagonist’s Halo Off,"Wo Da Baole Zhujiao Guanghuan, I Blew the Protagonist's Halo Off, Wǒ Dǎ Bàole Zhǔjiǎo Guānghuán, 我打爆了主角光环",Manhua,"Ye Ba melakukan perjalanan ke Benua Tianwu di mana kekuatan militer adalah yang paling dihormati
Dia pernah berpikir bahwa dia akan bisa menjadi sekuat protagonis lakilaki dari literatur Internet tetapi tanpa diduga dia berpakaian seperti penjahat yang baru saja digantung dan dipukuli oleh protagonis
Ternyata Ye Ba putra tertua dari keluarga Ye adalah umpan meriam untuk ikan dan Ye Tiantian dari dunia lain adalah orang dengan lingkaran cahaya protagonis
Tepat ketika Ye Ba menangis tentang nasibnya sistem penjahat diluncurkan
Ye Ba harus meningkatkan nilai penjahatnya menjadi 100 sedangkan atribut awalnya hanya 5
Siapa bilang penjahat tidak bisa melakukan serangan balik
Raih lingkaran cahaya protagonis dan saudara perempuan satu sama lain dan mengobrol dan tertawa dengan iblis
 

 Post Views 9","Action, Drama, Fantasy, Shounen",极漫文化,-,7.0,https://komikcast.cz/wp-content/uploads/2022/11/ibwt62323423-e1667651514112.jpg?w=225&q=50,2022
Reborn As A Monster,"Chóngshēng Wéi Guàishòu Shénme Guǐ, Rebirth to Be Mythical Creature as What Monster?, 重生为怪兽什么鬼",Manhua,"Lin Yuan yang meninggal dalam kecelakaan mobil secara tidak sengaja melakukan perjalanan ke dunia paralel menjadi monster dengan sistem masuk Check in di Palung Mariana dan hadiahi kekuatan melahap Masuk di Extreme Abyss Island dan dapatkan hadiah explosive Breath Masuk di Ladang Es Arktik dan hadiahkan Bentuk Teratai Merah CHeckin di Hutan Hujan Amazon dan dapatkan hadiah Bentuk Dewa Penghancur Namun Lin Yuan dengan gagasan tidak dilahirkan tanpa tak terkalahkan masuk seara diamdiam di pulau jurang yang ekstrim selama tiga puluh tahun Tiga puluh tahun kemudia Sebuah kapal alien

 Post Views 11","Action, Adventure, Fantasy",GRA工作组,-,7.0,https://komikcast.cz/wp-content/uploads/2023/03/ram125132123-e1678020373454.jpg?w=225&q=50,2022
I Became the Wife of the Monstrous Crown Prince,괴물 황태자의 아내가 되었습니다,Manhwa,"Aku masuk kedalam tubuh Ancia istri putra mahkota yang mengerikan Blake dalam novel roman R19 Dalam cerita aslinya Ancia bunuh diri di hari pernikahan mereka membuat Blake mengalami trauma yang sangat besar Tapi kali ini Ancia tidak akan melakukan hal seperti itu Blake adalah pemeran utama pria kedua dalam novel aslinya Dia digambarkan sebagai binatang buas Namun saat ini dia berperilaku seperti kelinci yang tidak bersalah Satusatunya orang yang dapat menghapus kutukan putra mahkota adalah sang pahlawan wanita Diana Peranku adalah menjaga agar anak kecil ini tidak terluka dan kemudian mundur tepat waktu Tapi Ancia jangan tinggalkan aku Kelinci kecil ini terus mengejarku

 Post Views 13","Fantasy, Romance, Shoujo","Jang Namu (Author), Hagwa (Artist)",-,7.0,https://komikcast.cz/wp-content/uploads/2021/08/ibtwopc160821-e1629104854375.jpg?w=225&q=50,2021
Returned From Hell,"Han Dae Seong Came Back From Hell , 지옥에서 돌아온 한대성",Manhwa,"Han Daesung ditarik ke Neraka tanpa peringatan saat dia menuju ke hari terakhir sekolah menengahnya Setelah berkeliaran di neraka selama beberapa hari dan putus asa dia mulai berjuang untuk bertahan hidup dan bisa kembali ke Bumi Pada saat yang sama Daesung berada dalam kondisi vegetatif di Bumi selama 10 tahun Pada saat itu dia menerima pesan di depan matanya

 Post Views 16","Action, Adventure, Drama, Fantasy, Seinen, Supernatural",Lee Seo-Kyung,-,7.5,https://komikcast.cz/wp-content/uploads/2023/03/hell.jpg?w=225&q=50,2023
Kimi no Kaketeru Tokomo Suki,"I also like your flaws, 君の欠けてるとこも好き",Manga,"Haruto seorang siswa pemalu di sekolah menengah dengan kemampuan komunikasi yang buruk yang menghadapi upacara masuk sekolah yang melankolis terpana oleh sosok yang cantik Sosok itu adalah Rui seorang gadis yang juga murid baru dan dia kehilangan lengannya Pertemuan antara anak lakilaki yang canggung dan gadis yang diamputasi menandai awal dari sebuah hubungan baru Lakilaki generasi baru bertemu perempuan yang menatap mata hati

 Post Views 9","Drama, One-Shot, Romance, School Life",Kuraika Kinji,-,8.65,https://komikcast.cz/wp-content/uploads/2023/03/47218dc5-3fc6-42ff-8233-6175304e9890.jpg?w=225&q=50,"Jan 04, 2023"
Akai Kiri no Naka Kara,"From the Red Fog, 紅い霧の中から",Manga,"Karya ini berkisah tentang seorang anak lakilaki Rwanda yang ibunya adalah seorang pembunuh keji berlatar di Inggris pada akhir abad ke19 Rwanda yang telah lama terkurung di ruang bawah tanah tumbuh dan meninggalkan rumah setelah insiden tertentu Akhirnya
ia tiba di kota dan dijemput oleh anggota staf panti jompo dan memutuskan untuk tinggal di fasilitas tersebut Tapi kehidupan seharihari yang damai hanya membosankan bagi Rwanda

 Post Views 12","Historical, Horror, Psychological, Shounen, Thriller, Tragedy",NOHARA Mosae,-,7.11,https://komikcast.cz/wp-content/uploads/2020/11/aknk6125315651-e1605855138352.jpg?w=225&q=50,2020
Yagate Saku Lamium,"Soon to Bloom, Lamium",Manga,"Oneshot singkat dari animator terkenal berbagai anime ternama Black Bullet Attack of the Titans Arslan Senki Her and Her Cat

















 Post Views 5","One-Shot, Seinen",UMISHIMA Senbon,-,7.0,https://komikcast.cz/wp-content/uploads/2023/03/ys62365234523-e1678378356417.jpg?w=225&q=50,2017
Custom Heavenly Court,自定义天庭,Manhua,"Grup penggemar resmi 1050840826 Hanya setelah He Xiufei naik dia menemukan bahwa pengadilan surga telah ditinggalkan dirusak dan datang saya akan membangunnya kembali Saya adalah malapetaka dan orangorang yang terbang naik untuk memenuhi

 Post Views 4","Action, Fantasy",有欧气工厂,-,7.0,?w=225&q=50,2021
Wagashi no Majo ni Yotte Taiyaki no Ningyo ni Sarete Shimau Danshi Seito-tachi,和菓子の魔女によってたい焼きの人魚にされてしまう男子生徒たち,Manga,"

 Post Views 8","Gender Bender, One-Shot, Shounen",Vae,-,7.0,https://komikcast.cz/wp-content/uploads/2023/03/wd623234232-e1678351817524.jpg?w=225&q=50,2023
At the End of 4 Minutes,4分間の終わりに,Manga,"Anita seorang pembunuh yang kesepian mendapati dirinya menatap wajah Grim Reaper Tapi jika dia bisa menangkisnya selama empat menit dia akan terhindar dari kematian

 Post Views 10","Action, Horror, One-Shot, Romance, Supernatural, Tragedy",Hiramatsu Yariku,-,8.54,https://komikcast.cz/wp-content/uploads/2023/03/d8asd678a-f9yf0ayy0ydsf7.jpg?w=225&q=50,"Apr 16, 2021"
The 10th Class Lout of the Knight Family,기사가문 망나니는 10클래스,Manhwa,"Dunia manusia berada di ambang kehancuran setelah serangan Raja Iblis Erodin
Setelah pertarungan melawan Raja Iblis Naga Emas Exigar bereinkarnasi sebagai manusia Kain Logdel yang merupakan orang udik yang tidak tahu apaapa tentang sihir
Saat mencoba melarikan diri dari tugas keluarganya yang gila pedang untuk tinggal di kamp pelatihan dengan menyembunyikan keterampilan pedangnya Kain berada di ambang pengasingan karena pesan tak terduga dari Kepala Keluarganya 
Di tengahtengah semua ini Raja Iblis dengan penampilan barunya juga menantikan untuk bersatu kembali dengannya

 Post Views 10","Action, Drama, Fantasy, Shounen","Jerona, Jo Jakka (Authors), Choi Jin-gyu (Artist)",-,7.0,https://komikcast.cz/wp-content/uploads/2022/06/t10cl300622-e1656552516432.png?w=225&q=50,2022
Deaddie Du Dead,Deader than Dead,Manga,"Di dunia suram dimana manusia hidup berdampingan dengan hybrids semuanya menjadi semakin aneh tiap harinya Yvas adalah pemuda yang berprofesi sebagai seorang assassin untuk sebuah agensi yang didirikan pemerintah guna memusnahkan geng jalanan Namun setelah insiden antara agensi dengan temannya Yvas dan rekannya Alissa bersumpah untuk menghancurkan agensi itu dan membebaskan diri darinya Manga dari Lithuania dibaca dari kiri ke kanan

 Post Views 12","Action, Drama, Mystery, Psychological, Seinen, Tragedy",Arunas Murkinovas,-,7.0,https://komikcast.cz/wp-content/uploads/2022/05/asdasdasfasfasf.jpg?w=225&q=50,2022
Gal niPA-chan wa Semararetai,"Gyaru niPA-chan wants to Squeezed, ギャルにぱちゃんはせまられたい",Manga,"Futaba Asahino dikenal sebagai model remaja populer niPA Dia memiliki kepribadian yang tidak bisa digoda orang tapi lakilaki berkaca mata yang duduk disebelahnya secara tidak sengaja melihatnya colmek

 Post Views 16","Comedy, Ecchi, Mature, Romance, School Life",Umeyama Tarako,-,7.0,https://komikcast.cz/wp-content/uploads/2022/07/gn34625223-scaled-e1657503692106.jpg?w=225&q=50,2022
Insector,인섹터,Manhwa,"Suatu hari di sekolah seorang guru wali kelas menjadi dan tanpa pandang bulu membunuh anakanak di kelasnya Semut hitam yang muncul kemudian menyelamatkan temanteman sekelasnya dan insiden ini menyebar melalui media dan media sosial dan keberadaan di sektor tidak lagi menjadi cerita gosip perkotaan Akhirnya pemerintah mengajukan Bug Reaper regu pemberantasan di sektor yang diamdiam menjalankan misi dan mengejar semut hitam berdasarkan kesaksian yang selamat yang identitasnya adalah siswa biasa yang tinggal dengan rumah semut yang dibangun di dalam tubuhnya Hanya untuk menghindari dimakan oleh semut di tubuhnya dia berubah menjadi antikuda di sektor dan bertarung dalam pertempuran yang tidak diinginkan

 Post Views 12","Action, Fantasy, Horror",Makabim,-,7.0,https://komikcast.cz/wp-content/uploads/2022/11/ins623523432-e1668001673262.jpg?w=225&q=50,2022
Boku no Suki na Hito ga Suki na Hito,"My Crush's Crush, ぼくの好きな人が好きな人",Manga,"Asupan RomCom untuk kalian semua v

 Post Views 8","Comedy, Romance, Seinen",AOI Sekina,-,7.0,https://komikcast.cz/wp-content/uploads/2022/11/001-001.jpg?w=225&q=50,2022
Arashi-kun no Dakimakura,"Arashi's Hug Pillow, 嵐士くんの抱きマクラ",Manga,"Sora seorang gadis SMA yang mencintai keluarganya punggungnya terluka setelah menggendong adik lakilakinya yang sedang tidur dan pergi ke rumah sakit Sepertinya dia mengalami mimpi indah saat istirahat tapi ketika dia bangun Tsukinose Arashikun yang cantik sedang tidur di ranjang yang sama dengannya Sepertinya Sora telah dipilih oleh Arashikun untuk berada di sisinya untuk membantunya tidur  Meskipun Anda akan berpikir bahwa TIDAK ADA ORANG di usia 16 tahun membutuhkan teman tidur suara detak jantungnya beresonansi dengan bocah lelaki cantik multi talenta Perhatian Watanabe Ayu yang menarik cerita baru merupakan kisah asmara mesra yang dimulai dari tidur berdampingan

 Post Views 8","Romance, School Life, Shoujo, Slice of Life",WATANABE Ayu,-,7.3,https://komikcast.cz/wp-content/uploads/2020/09/and641353-e1599141330524.jpg?w=225&q=50,2020
Sekai no Chushin no Tanaka Nagi (OneShot),セカイの中心の田中凪,Manga,Post Views 6,"Comedy, One-Shot, Romance",Kousuke Yasuda,-,7.87,https://komikcast.cz/wp-content/uploads/2023/03/ebfe37f0-ae55-41f6-a4b4-39fbb628de02.jpg?w=225&q=50,"Dec 08, 2022"
Okyu no Trinity,"Trinity of the Royal Palace, 王宮のトリニティ",Manga,"Kisah ini terjadi di Wardell Ceram sebuah negara dengan bunga dan pepohonan Luka dan Sylvan Cakar Serigala bertindak sebagai pencuri sopan yang mencuri dari bangsawan jahat Suatu hari putri kerajaan meminta mereka untuk membantunya menindak para bangsawan yang korup









 Post Views 13","Action, Comedy, Fantasy, Magic, Romance, Shounen",Amaichi Esora,-,7.2,https://komikcast.cz/wp-content/uploads/2021/02/26957v6-e1613101171167.jpg?w=225&q=50,2017
Peerless Quest – The Cheat Skill Only I Can Use,"Quest Musou - Ore dake ga Tsukaeru Cheat Skill, Peerless Quest - The Cheat Skill Only I Can Use, クエスト無双ー俺だけが使えるチートスキルー",Manga,"Dengan menggunakan Cheat Skill yang hanya bisa kugunakan Quest Board seorang siswa SMA yang tampak biasabiasa saja bertarung melalui segudang insiden Fantasi pertempuran modern
Selamat Kamu telah terpilih menjadi kelinci percobaan untuk percobaan verifikasi kemampuan oleh Dewa Masago seorang siswa SMA yang tidak memiliki hobi khusus dan menghabiskan hariharinya dengan bermalasmalasan tibatiba memperoleh kemampuan Quest Board Didorong oleh rasa ingin tahu Masago melakukan questquest yang diberikan oleh Dewa dan memperoleh berbagai skill dan item Entah dari mana dia terlibat dalam berbagai insiden
Dengan Cheat Skill yang hanya bisa digunakan oleh Masago akankah ia mampu menghadapi monster yang muncul di dunia nyata dan terus menyelesaikan questquestnya
 

 Post Views 10","Action, Fantasy, Seinen",LeonarD,-,7.0,https://komikcast.cz/wp-content/uploads/2023/02/Peerless-Quest-1.jpg?w=225&q=50,2023
